provisional_id,five_prime_process_signal_selected_row_count_sum_over_mature_count_sum,num_locis,Folding Energy,3' Overhang Bot,3' Overhang Top,Accepted Overhang?,miRDeep2_score,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
QFTL02000197.1_9264,1.0,13,-23.0,2,2,True,170.6,341,192,0,149,no,False,23,False,22,58,Candidate
QFTL02000255.1_12880,0.9480122324159022,11,-21.6,2,3,True,166.4,327,310,0,17,yes,False,22,True,24,59,Candidate
QFTL02000015.1_6015,1.0,10,-19.9,2,2,True,159.8,314,304,0,10,yes,False,22,True,22,56,Candidate
QFTL02000447.1_20491,1.0,10,-19.9,2,2,True,159.3,314,304,0,10,yes,False,22,True,22,56,Candidate
QFTL02000174.1_8026,0.9832635983263598,9,-22.9,2,1,True,126.6,247,239,0,8,yes,False,22,False,22,55,Candidate
QFTL02000255.1_12890,0.9116465863453816,12,-23.1,3,4,False,126.4,249,228,0,21,yes,False,23,True,23,60,Candidate
QFTL02000255.1_12886,0.834061135,17,-22.9,3,2,True,117.6,229,192,0,37,yes,False,23,True,22,59,Candidate
QFTL02000008.1_34486,0.4911242603550296,22,-41.9,2,3,True,83.6,162,116,0,46,yes,False,20,False,21,52,falsepositive
QFTL02000015.1_6005,1.0,7,-23.2,1,1,True,82.7,163,161,0,2,yes,False,23,True,22,57,Candidate
QFTL02000015.1_6007,0.944,19,-25.0,3,2,True,79.4,154,125,0,29,yes,False,23,True,23,61,Candidate
QFTL02000044.1_20355,0.5588235294117647,22,-40.1,2,0,False,70.0,134,130,0,4,yes,False,22,True,20,54,falsepositive
QFTL02000060.1_24097,0.9746835443037974,16,-22.2,2,2,True,69.9,136,79,0,57,yes,False,23,False,23,60,Candidate
QFTL02000062.1_24311,0.8870967741935484,19,-47.8,1,1,True,68.1,130,113,0,17,yes,False,20,False,20,71,falsepositive
QFTL02000014.1_5384,0.94,13,-34.9,2,2,True,66.6,128,50,0,78,yes,False,22,True,22,58,Candidate
QFTL02000018.1_8283,0.5089285714285714,34,-29.0,1,2,True,63.9,123,100,2,21,yes,False,22,True,21,76,falsepositive
QFTL02000032.1_15545,1.0,7,-26.7,2,2,True,54.1,104,100,0,4,yes,False,22,True,22,57,Candidate
QFTL02000255.1_12892,0.89,16,-25.1,2,2,True,51.4,100,94,0,6,yes,False,21,True,23,57,Candidate
QFTL02000007.1_25533,0.927710843,8,-32.5,2,2,True,42.7,82,80,0,2,yes,False,20,True,20,67,Candidate
QFTL02000015.1_5977,0.6891891891891891,11,-27.7,2,2,True,38.2,73,51,0,22,yes,False,22,False,22,57,Candidate
QFTL02000879.1_38609,0.5833333333333334,7,-14.0,2,2,True,17.9,36,24,0,12,yes,False,22,False,24,58,Candidate
QFTL02000018.1_8480,0.3548387096774194,11,-21.6,1,0,False,14.7,28,21,0,7,yes,False,21,False,20,56,falsepositive
QFTL02000011.1_2287,0.7777777777777778,6,-19.9,2,2,True,13.6,27,26,0,1,yes,False,24,True,26,66,Candidate
QFTL02000008.1_36684,0.8461538461538461,5,-20.2,1,2,True,13.4,26,22,0,4,yes,False,22,True,23,56,Candidate
QFTL02000003.1_14182,0.9545454545454546,6,-19.3,4,2,False,12.9,26,22,0,4,yes,False,20,True,22,61,Candidate
QFTL02000134.1_4865,1.0,4,-19.7,2,2,True,12.4,33,31,0,2,no,False,22,False,22,63,Candidate
QFTL02000056.1_22988,0.7692307692307693,3,-40.9,2,2,True,11.1,13,10,1,2,yes,True,22,True,22,90,Confident
QFTL02000018.1_8396,0.5,11,-44.5,2,8,False,10.6,26,20,2,4,no,False,19,False,24,83,falsepositive
QFTL02000025.1_12158,0.8666666666666667,3,-21.8,2,2,True,10.1,19,15,0,4,yes,False,22,True,22,58,Candidate
QFTL02000055.1_22901,0.6666666666666666,6,-31.5,2,2,True,9.7,16,12,0,4,yes,False,22,True,22,58,falsepositive
QFTL02000690.1_25390,0.6666666666666666,6,-31.5,2,2,True,9.7,16,12,0,4,yes,False,22,True,22,58,falsepositive
QFTL02000010.1_936,1.0,3,-39.0,1,2,True,9.3,15,14,0,1,yes,False,22,False,21,53,Candidate
QFTL02000012.1_3186,1.0,3,-39.0,1,2,True,9.3,15,14,0,1,yes,False,22,False,21,53,Candidate
QFTL02000177.1_8047,0.9230769230769232,3,-16.6,2,3,True,7.7,13,12,0,1,yes,False,22,True,23,71,Candidate
QFTL02000016.1_6484,0.6666666666666666,5,-28.7,4,3,False,7.4,13,12,0,1,yes,False,21,False,22,65,falsepositive
QFTL02000019.1_8885,0.99626322,346,-28.0,0,2,False,5.5,1271611,1271428,0,183,yes,True,20,True,22,53,Confident
QFTL02000001.1_671,0.9152542372881356,10,-14.1,6,5,False,5.1,117,116,0,1,yes,True,18,True,18,51,Confident
QFTL02000071.1_26321,0.4210526315789473,7,-37.9,6,7,False,2.9,19,8,8,3,yes,False,18,False,18,57,falsepositive
QFTL02000044.1_20402,0.7894736842105263,9,-46.5,2,2,True,2.6,36,36,0,0,yes,False,22,True,22,54,Candidate
QFTL02000005.1_21605,0.4,10,-37.0,2,2,True,2.3,30,29,1,0,yes,False,20,False,20,60,falsepositive
QFTL02000282.1_13664,0.2684563758389262,76,-58.9,4,4,False,2.3,270,94,156,20,yes,False,20,True,20,97,falsepositive
QFTL02000085.1_38369,0.75,4,-49.3,0,1,False,2.2,12,10,0,2,yes,False,20,False,19,63,falsepositive
QFTL02000035.1_16235,0.9958677685950412,17,-31.4,2,2,True,2.1,1210,1210,0,0,yes,False,22,True,22,53,Candidate
QFTL02000045.1_20577,0.997371123,179,-27.3,2,0,False,2.1,49167,48680,7,480,yes,False,20,True,22,65,Candidate
QFTL02000018.1_8103,1.0,1,-12.3,2,1,True,2.1,9,9,0,0,yes,True,18,True,18,43,Confident
QFTL02000019.1_9109,0.4682575416479063,168,-33.5,0,1,False,2.1,2041,2020,11,10,yes,False,21,False,22,62,falsepositive
QFTL02000011.1_2141,0.9514722975590856,101,-27.6,2,2,True,2.0,10319,10273,36,10,yes,False,23,True,23,68,Candidate
QFTL02000003.1_14437,0.997274842,143,-27.5,2,2,True,2.0,75219,75219,0,0,yes,False,22,True,22,61,Candidate
QFTL02000012.1_2874,0.9291338582677166,12,-25.1,2,1,True,2.0,127,127,0,0,yes,False,23,True,23,68,Candidate
QFTL02000011.1_2457,0.9740335806325654,51,-29.9,4,2,False,2.0,5112,5002,0,110,yes,False,22,False,20,58,Candidate
QFTL02000793.1_27638,0.2580645161290322,12,-26.8,1,2,True,2.0,29,29,0,0,yes,False,22,False,23,64,falsepositive
QFTL02000012.1_2878,0.9285714285714286,8,-26.3,2,2,True,2.0,126,126,0,0,yes,False,23,True,23,68,Candidate
QFTL02000012.1_2876,0.9285714285714286,8,-26.3,2,2,True,2.0,126,126,0,0,yes,False,23,True,23,68,Candidate
QFTL02000002.1_9776,0.5790960451977402,25,-33.9,4,2,False,1.9,354,236,0,118,yes,False,22,False,20,55,Candidate
QFTL02000001.1_453,0.6470588235294118,12,-43.2,3,2,True,1.9,51,51,0,0,yes,False,22,False,21,53,falsepositive
QFTL02000663.1_24998,0.7692307692307693,6,-26.8,2,2,True,1.9,26,26,0,0,yes,False,22,False,22,61,Candidate
QFTL02000033.1_15828,0.4878048780487805,11,-21.8,2,1,True,1.9,41,41,0,0,yes,False,22,True,22,53,falsepositive
QFTL02000005.1_21172,0.986646082,413,-25.8,5,5,False,1.8,432684,432668,0,16,yes,False,23,False,22,63,Candidate
QFTL02000004.1_17907,0.9402985074626866,10,-35.2,2,2,True,1.8,72,67,0,5,yes,False,22,True,22,62,Candidate
QFTL02000057.1_23065,0.9545454545454546,6,-19.0,3,2,True,1.8,107,105,2,0,yes,False,22,False,21,61,Candidate
QFTL02000035.1_16237,0.7360097323600974,40,-23.5,0,1,False,1.8,1644,1236,0,408,yes,False,20,False,23,53,Candidate
QFTL02000009.1_39298,0.9776536312849162,12,-15.0,3,0,False,1.8,178,175,0,3,yes,False,18,True,20,56,falsepositive
QFTL02000047.1_20718,0.68,4,-36.1,2,2,True,1.8,25,25,0,0,yes,False,20,True,20,56,falsepositive
QFTL02000024.1_12003,1.0,4,-27.2,2,2,True,1.7,15,15,0,0,yes,False,22,False,22,61,Candidate
QFTL02000595.1_23517,0.8835616438356164,16,-26.7,2,1,True,1.7,144,144,0,0,yes,False,21,True,21,58,Candidate
QFTL02000069.1_25251,0.9876348920863308,99,-29.5,5,2,False,1.7,22237,22236,0,1,yes,False,23,True,20,55,Candidate
QFTL02000102.1_1658,0.5238095238095238,7,-20.5,2,2,True,1.7,21,21,0,0,yes,False,21,False,21,55,falsepositive
QFTL02000086.1_38489,0.58994709,31,-23.0,2,2,True,1.7,373,358,15,0,yes,False,22,True,22,68,falsepositive
QFTL02000090.1_39582,0.8835616438356164,16,-26.7,2,1,True,1.7,144,144,0,0,yes,False,21,True,21,58,Candidate
QFTL02000364.1_16738,0.9166666666666666,4,-23.5,2,2,True,1.6,11,11,0,0,yes,False,21,False,23,61,Candidate
QFTL02000008.1_32970,0.945945946,6,-28.5,2,2,True,1.6,37,37,0,0,yes,False,21,False,21,57,Candidate
QFTL02000069.1_25259,0.9856847962663796,104,-24.0,5,2,False,1.6,22281,22236,0,45,yes,False,23,True,20,55,Candidate
QFTL02000370.1_16918,0.4444444444444444,6,-21.2,5,4,False,1.6,17,10,0,7,yes,False,20,True,20,59,falsepositive
QFTL02000007.1_25710,0.9770838881491344,329,-21.5,2,1,True,1.6,74725,74725,0,0,yes,False,20,True,18,53,Confident
QFTL02000843.1_38357,0.875,4,-23.8,2,2,True,1.6,16,16,0,0,yes,False,21,False,20,58,Candidate
QFTL02000012.1_2875,0.8863636363636364,11,-34.9,5,2,False,1.6,126,126,0,0,yes,False,23,True,23,60,Candidate
QFTL02000012.1_2877,0.8863636363636364,11,-34.9,5,2,False,1.6,126,126,0,0,yes,False,23,True,23,60,Candidate
QFTL02000001.1_677,1.0,1,-17.9,2,2,True,1.5,14,14,0,0,yes,False,22,True,23,53,Candidate
QFTL02000069.1_25253,0.9848450881047393,101,-24.4,5,2,False,1.5,22303,22236,0,67,yes,False,23,True,20,55,Candidate
QFTL02000040.1_18358,0.9373094456865764,164,-19.9,2,2,True,1.5,32397,32397,0,0,yes,False,19,False,19,52,Candidate
QFTL02000019.1_8753,0.8053097345132744,12,-16.7,2,1,True,1.5,112,112,0,0,yes,False,23,False,22,65,Candidate
QFTL02000069.1_25263,0.9839648544755628,57,-24.7,5,2,False,1.5,9104,9100,0,4,yes,False,23,True,20,55,Candidate
QFTL02000020.1_10445,0.9799149684796952,187,-35.6,3,1,True,1.5,6567,6530,1,36,yes,False,24,False,27,80,Candidate
QFTL02000039.1_17469,0.9375,5,-23.3,2,2,True,1.4,15,15,0,0,yes,False,22,False,25,66,Candidate
QFTL02000069.1_25255,0.9848009325681492,102,-24.0,5,2,False,1.4,22303,22236,0,67,yes,False,23,True,20,55,Candidate
QFTL02000424.1_19303,0.1177474402730375,95,-26.3,5,5,False,1.4,531,154,359,18,yes,False,20,False,20,83,falsepositive
QFTL02000004.1_17734,0.9625,6,-20.2,2,2,True,1.4,80,80,0,0,yes,False,20,True,18,81,falsepositive
QFTL02000063.1_24372,0.8333333333333334,5,-26.8,2,1,True,1.4,18,18,0,0,yes,False,23,True,22,60,Candidate
QFTL02000051.1_22433,0.9726027397260274,11,-17.5,3,2,True,1.4,71,71,0,0,yes,False,25,True,24,60,Candidate
QFTL02000055.1_22907,1.0,4,-22.4,2,2,True,1.3,46,46,0,0,yes,False,21,True,21,59,Candidate
QFTL02000076.1_27317,0.9753694581280788,13,-17.5,2,2,True,1.2,203,203,0,0,yes,False,23,False,23,60,Candidate
QFTL02000009.1_39309,0.9047619047619048,6,-30.2,4,1,False,1.2,20,19,0,1,yes,False,22,True,19,53,Candidate
QFTL02000062.1_24358,1.0,4,-20.8,2,2,True,1.2,20,20,0,0,yes,False,23,True,24,61,Candidate
QFTL02000016.1_6582,0.9872040946896992,25,-26.1,0,2,False,1.1,1560,1547,0,13,yes,False,19,True,24,58,Candidate
QFTL02000255.1_12863,1.0,11,-21.2,1,0,False,1.1,164,164,0,0,yes,False,23,True,22,60,Candidate
QFTL02000255.1_12865,1.0,11,-17.8,1,0,False,1.1,164,164,0,0,yes,False,23,True,22,60,Candidate
QFTL02000086.1_38492,0.9954898417996496,184,-17.4,0,1,False,1.1,72467,72387,0,80,yes,False,20,True,23,56,Candidate
QFTL02000538.1_22729,0.9444444444444444,3,-22.6,0,2,False,1.1,17,17,0,0,yes,False,21,False,21,53,Candidate
QFTL02000255.1_12888,0.998240211,21,-18.5,2,2,True,1.1,2273,2273,0,0,yes,False,22,True,24,59,Candidate
QFTL02000006.1_23890,0.7040816326530612,7,-25.2,2,2,True,1.0,98,98,0,0,yes,False,23,True,25,64,falsepositive
QFTL02000026.1_13003,0.9166666666666666,4,-24.1,2,2,True,1.0,11,11,0,0,yes,False,22,True,22,53,Candidate
QFTL02001176.1_2827,0.963855422,7,-20.9,2,2,True,1.0,83,83,0,0,yes,False,20,True,18,78,falsepositive
QFTL02000792.1_27635,0.9897091722595078,77,-18.6,1,2,True,1.0,8940,8940,0,0,yes,False,22,True,20,57,Candidate
QFTL02000700.1_26297,0.8461538461538461,9,-25.2,7,3,False,1.0,39,38,0,1,yes,False,23,True,19,55,falsepositive
QFTL02000038.1_17206,0.963855422,7,-20.9,2,2,True,1.0,83,83,0,0,yes,False,20,True,18,78,falsepositive
QFTL02000664.1_25004,1.0,3,-19.9,1,3,True,0.9,50,50,0,0,yes,False,21,False,23,57,Candidate
QFTL02000007.1_25493,0.4285714285714285,10,-16.0,2,1,True,0.9,20,20,0,0,yes,False,20,True,22,63,falsepositive
QFTL02000015.1_5826,0.9565217391304348,6,-18.3,2,2,True,0.8,23,23,0,0,yes,False,22,True,23,58,Candidate
QFTL02000029.1_13974,1.0,3,-19.5,1,2,True,0.8,50,50,0,0,yes,False,21,False,23,58,Candidate
QFTL02000015.1_5890,1.0,1,-28.6,2,2,True,0.8,9,9,0,0,yes,False,22,False,22,54,Candidate
QFTL02000003.1_14241,0.4333333333333333,7,-17.7,2,1,True,0.7,30,30,0,0,yes,False,22,True,22,54,falsepositive
QFTL02000571.1_23114,0.7906976744186046,9,-30.5,2,2,True,0.7,41,41,0,0,yes,False,22,True,20,81,falsepositive
QFTL02000255.1_12882,0.9866666666666668,15,-19.9,2,2,True,0.7,300,300,0,0,yes,False,23,True,22,62,Candidate
QFTL02000001.1_773,0.875,5,-18.5,2,2,True,0.7,40,40,0,0,yes,False,22,True,22,60,Candidate
QFTL02000003.1_14735,0.9851485148514852,38,-23.9,2,2,True,0.7,791,791,0,0,yes,False,24,False,25,65,Candidate
QFTL02000005.1_21430,0.9166666666666666,5,-18.4,0,2,False,0.6,24,22,0,2,yes,False,22,True,24,57,Candidate
QFTL02000111.1_2703,0.9166666666666666,5,-18.4,0,2,False,0.6,24,22,0,2,yes,False,22,True,24,57,Candidate
QFTL02001429.1_5765,0.8846153846153846,3,-22.8,2,1,True,0.6,26,26,0,0,yes,False,18,False,15,76,falsepositive
QFTL02000061.1_24222,1.0,4,-17.9,2,2,True,0.6,22,22,0,0,yes,False,22,True,22,55,Candidate
QFTL02000006.1_23938,1.0,3,-16.5,2,5,False,0.4,26,26,0,0,yes,False,22,False,25,64,Candidate
QFTL02000020.1_10415,1.0,2,-14.2,2,2,True,0.4,10,10,0,0,yes,False,22,True,22,70,falsepositive
QFTL02000090.1_39579,0.8333333333333334,6,-18.5,2,2,True,0.3,42,42,0,0,yes,False,22,False,23,64,Candidate
QFTL02001338.1_4859,1.0,2,-14.2,2,2,True,0.3,10,10,0,0,yes,False,22,True,22,70,falsepositive
QFTL02000001.1_783,0.6363636363636364,5,-28.8,2,1,True,0.2,14,10,4,0,yes,False,19,False,19,85,falsepositive
QFTL02000255.1_12884,0.977645306,19,-13.6,2,2,True,0.1,671,671,0,0,yes,False,21,True,22,56,Candidate
QFTL02000007.1_25860,0.9,3,-32.1,2,2,True,0.0,9,9,0,0,yes,False,21,True,21,52,falsepositive
