provisional_id,five_prime_process_signal_selected_row_count_sum_over_mature_count_sum,num_locis,Folding Energy,3' Overhang Bot,3' Overhang Top,miRDeep2_score,mirDeep_sensitivity,sensitivity_uncertainty,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
chrX_23008,0.9863450159308148,38,-17.3,3,0,4.4,24,13,2197,2197,0,0,yes,True,21,False,16,72,Confident
chr2_11382,1.0,1,-22.5,2,2,4.4,24,13,16,16,0,0,yes,True,18,False,17,73,Confident
chr14_6643,1.0,1,-21.7,2,1,4.2,24,13,25,25,0,0,yes,True,24,False,26,61,Confident
chr12_5189,1.0,1,-29.4,2,2,3.9,0,0,9,9,0,0,yes,True,23,False,23,61,Confident
chr19_10837,1.0,1,-27.5,2,2,3.7,0,0,22,22,0,0,yes,True,19,True,20,86,Confident
chr17_9475,0.7033898305084746,8,-21.5,2,0,3.5,0,0,253,236,0,17,yes,True,21,True,23,63,Confident
chr14_6208,0.8011695906432749,2,-17.3,2,1,3.2,0,0,171,171,0,0,yes,True,20,False,25,51,Confident
chr8_20411,1.0,2,-17.3,1,4,3.1,0,0,45,45,0,0,yes,True,18,False,15,75,Confident
chr9_21065,1.0,1,-43.7,2,2,2.9,26,5,43,43,0,0,yes,False,22,False,22,60,falsepositive
chr8_20616,0.9705882352941176,7,-14.8,0,2,2.8,26,5,68,68,0,0,yes,True,21,True,23,76,Confident
chr22_13911,1.0,1,-41.9,2,2,2.8,26,5,23,23,0,0,yes,False,22,True,22,59,Candidate
chr10_2600,1.0,3,-46.4,2,2,2.8,26,5,33,33,0,0,yes,False,21,False,21,59,Candidate
chr10_3021,1.0,3,-43.4,2,2,2.7,26,5,33,33,0,0,yes,False,21,False,21,59,Candidate
chr9_21202,1.0,1,-40.1,0,2,2.7,26,5,70,70,0,0,yes,False,24,False,21,72,Candidate
chr3_15273,1.0,1,-32.5,2,2,2.7,26,5,21,21,0,0,yes,False,23,True,23,60,Candidate
chr18_9790,1.0,4,-11.0,7,1,2.7,26,5,34,34,0,0,yes,True,23,True,25,60,Confident
chr11_3759,1.0,2,-32.0,5,5,2.6,26,5,73,37,0,36,yes,False,22,False,22,62,falsepositive
chr2_12503,1.0,1,-48.9,2,2,2.6,26,5,32,32,0,0,yes,False,22,True,22,53,Candidate
chr2_11566,1.0,1,-47.5,2,2,2.6,26,5,32,32,0,0,yes,False,22,True,22,53,Candidate
chr8_20158,1.0,2,-35.8,2,2,2.6,26,5,21,21,0,0,yes,False,22,False,22,58,Candidate
chr16_8292,1.0,2,-37.9,2,2,2.5,26,5,89,89,0,0,yes,False,23,True,23,59,Candidate
chr20_12887,1.0,2,-48.8,2,2,2.5,26,5,28,28,0,0,yes,False,21,True,21,71,falsepositive
chr3_14782,1.0,1,-43.8,2,2,2.4,26,5,56,56,0,0,yes,False,20,True,20,59,Candidate
chr12_4589,0.7078651685393258,5,-43.4,3,4,2.4,26,5,89,89,0,0,yes,False,23,False,24,58,falsepositive
chr17_9591,1.0,1,-35.9,2,2,2.4,26,5,14,14,0,0,yes,False,22,True,22,60,Candidate
chr2_11316,1.0,2,-27.4,2,2,2.4,26,5,38,38,0,0,yes,False,22,False,22,70,Candidate
chr6_18035,1.0,1,-43.6,2,1,2.4,26,5,36,36,0,0,yes,False,25,False,21,77,falsepositive
chr17_9191,1.0,1,-27.7,2,2,2.4,26,5,14,14,0,0,yes,False,21,True,21,58,Candidate
chr10_2938,1.0,1,-24.4,6,10,2.4,26,5,29,29,0,0,yes,False,19,False,23,65,falsepositive
chr5_16809,1.0,1,-33.3,2,2,2.4,26,5,66,66,0,0,yes,False,22,False,20,48,falsepositive
chr17_8976,1.0,1,-31.1,2,3,2.4,26,5,32,32,0,0,yes,False,23,False,25,72,Candidate
chr20_13171,1.0,1,-47.5,2,2,2.4,26,5,17,17,0,0,yes,False,23,True,23,60,Candidate
chr7_19448,1.0,2,-36.5,2,2,2.4,26,5,28,28,0,0,yes,False,22,False,23,60,Candidate
chr9_20930,1.0,1,-42.6,2,2,2.3,26,5,23,23,0,0,yes,False,22,True,22,68,falsepositive
chr10_2808,1.0,1,-35.9,2,2,2.3,26,5,31,31,0,0,yes,False,20,False,20,51,falsepositive
chr5_17292,1.0,1,-32.0,2,2,2.3,26,5,12,12,0,0,yes,False,20,True,20,53,falsepositive
chr19_10148,1.0,1,-40.2,2,5,2.3,26,5,26,26,0,0,yes,False,22,False,19,60,Candidate
chr3_15412,1.0,1,-9.8,0,1,2.3,26,5,29,29,0,0,yes,True,23,False,21,48,Confident
chr9_21373,1.0,1,-42.6,2,2,2.3,26,5,23,23,0,0,yes,False,22,True,22,68,falsepositive
chr16_7663,1.0,1,-44.4,2,2,2.3,26,5,17,17,0,0,yes,False,22,True,20,69,falsepositive
chr10_2360,1.0,1,-53.2,2,3,2.3,26,5,32,32,0,0,yes,False,22,True,21,87,falsepositive
chr19_10612,1.0,1,-44.3,2,2,2.3,26,5,35,35,0,0,yes,False,22,False,18,67,falsepositive
chr1_598,1.0,3,-37.6,2,2,2.3,26,5,193,193,0,0,yes,False,23,True,23,60,Candidate
chr9_20928,1.0,1,-42.6,2,2,2.3,26,5,23,23,0,0,yes,False,22,True,22,68,falsepositive
chr3_15329,1.0,1,-43.9,2,2,2.3,26,5,22,22,0,0,yes,False,21,True,21,59,Candidate
chr3_14646,1.0,1,-44.0,2,2,2.3,26,5,22,22,0,0,yes,False,21,True,21,59,Candidate
chr15_7592,1.0,2,-38.3,2,3,2.3,26,5,93,93,0,0,yes,False,22,True,24,58,Candidate
chr1_536,1.0,1,-46.4,2,2,2.3,26,5,94,94,0,0,yes,False,18,False,18,72,falsepositive
chr3_15439,0.6153846153846154,2,-41.3,2,2,2.3,26,5,91,91,0,0,yes,False,20,True,20,59,falsepositive
chr19_10584,1.0,1,-28.5,1,0,2.3,26,5,18,18,0,0,yes,False,25,True,21,56,Candidate
chr17_9426,1.0,1,-9.8,0,1,2.3,26,5,29,29,0,0,yes,True,23,False,21,48,Confident
chr7_19097,1.0,2,-54.8,2,2,2.3,26,5,34,34,0,0,yes,False,23,True,23,62,Candidate
chr8_20779,1.0,1,-30.9,2,2,2.3,26,5,16,16,0,0,yes,False,24,True,24,63,Candidate
chr8_20173,1.0,1,-37.6,2,1,2.3,26,5,28,28,0,0,yes,False,24,True,22,57,Candidate
chr9_21377,1.0,1,-39.6,2,2,2.3,26,5,23,23,0,0,yes,False,22,True,22,68,falsepositive
chr11_4434,1.0,1,-44.5,2,3,2.3,26,5,18,18,0,0,yes,False,23,True,24,74,falsepositive
chr6_18255,1.0,2,-37.4,2,2,2.3,26,5,57,57,0,0,yes,False,23,False,23,62,Candidate
chr22_13974,1.0,1,-34.7,2,1,2.3,26,5,28,28,0,0,yes,False,22,False,23,63,Candidate
chr19_10811,1.0,1,-43.4,2,2,2.2,26,5,41,41,0,0,yes,False,22,False,22,75,Candidate
chr5_16999,0.8900293255131965,12,-32.1,2,2,2.2,26,5,682,682,0,0,yes,False,22,False,22,64,falsepositive
chr12_4553,1.0,2,-20.6,1,2,2.2,26,5,40,40,0,0,yes,False,20,True,21,52,Candidate
chr10_2355,1.0,1,-35.9,2,2,2.2,26,5,31,31,0,0,yes,False,20,False,20,51,falsepositive
chr17_8845,1.0,2,-30.5,2,2,2.2,26,5,120,120,0,0,yes,False,22,False,22,54,Candidate
chr10_2711,1.0,2,-36.6,2,2,2.2,26,5,29,29,0,0,yes,False,21,False,21,70,Candidate
chr21_13485,0.967741935,2,-27.1,2,1,2.2,26,5,30,30,0,0,yes,False,18,False,23,51,falsepositive
chr20_13261,1.0,1,-30.5,2,2,2.2,26,5,34,34,0,0,yes,False,22,False,22,61,Candidate
chr4_15809,1.0,2,-38.6,2,2,2.2,26,5,38,38,0,0,yes,False,22,True,22,67,Candidate
chr3_14474,1.0,2,-31.7,2,4,2.2,26,5,31,31,0,0,yes,False,25,False,21,62,Candidate
chr11_3174,1.0,2,-40.6,2,1,2.2,26,5,40,40,0,0,yes,False,18,False,16,78,falsepositive
chr2_12224,1.0,1,-34.2,2,2,2.2,26,5,22,22,0,0,yes,False,21,True,21,58,Candidate
chr19_10135,1.0,2,-30.0,2,2,2.2,26,5,36,36,0,0,yes,False,22,False,22,65,Candidate
chr22_14048,1.0,1,-13.5,2,1,2.2,26,5,29,29,0,0,yes,False,18,False,17,36,falsepositive
chr16_8166,1.0,1,-38.0,2,2,2.2,26,5,85,85,0,0,yes,False,18,False,18,71,falsepositive
chr9_20843,1.0,1,-27.9,2,2,2.1,26,5,95,95,0,0,yes,False,22,False,22,54,falsepositive
chr6_18186,1.0,4,-30.1,2,2,2.1,26,5,182,182,0,0,yes,False,21,False,21,59,Candidate
chr9_21301,1.0,2,-31.2,2,2,2.1,26,5,20,20,0,0,yes,False,22,True,22,62,Candidate
chr16_7887,1.0,1,-43.8,2,1,2.1,26,5,20,20,0,0,yes,False,24,True,24,66,falsepositive
chr5_17231,1.0,1,-29.8,2,2,2.1,26,5,36,36,0,0,yes,False,24,False,23,63,Candidate
chr2_11014,1.0,2,-23.6,2,2,2.1,26,5,37,37,0,0,yes,False,23,True,23,63,Candidate
chr22_13781,1.0,1,-35.4,2,2,2.1,26,5,40,40,0,0,yes,False,24,True,26,72,Candidate
chr7_19568,1.0,1,-29.4,2,2,2.1,26,5,18,18,0,0,yes,False,22,False,22,57,Candidate
chr16_8092,0.906040268,4,-30.8,2,2,2.1,26,5,135,135,0,0,yes,False,22,False,22,60,Candidate
chr5_17620,1.0,4,-35.4,2,2,2.1,26,5,193,193,0,0,yes,False,22,True,27,59,Candidate
chr19_10080,1.0,1,-32.6,1,2,2.1,26,5,45,45,0,0,yes,False,24,False,22,57,Candidate
chr5_16438,1.0,2,-29.5,3,2,2.1,26,5,42,42,0,0,yes,False,21,False,26,56,Candidate
chr12_5549,1.0,1,-23.8,2,2,2.1,26,5,43,43,0,0,yes,False,18,False,17,50,falsepositive
chr9_20951,1.0,2,-33.6,2,6,2.1,26,5,44,44,0,0,yes,False,22,False,26,64,falsepositive
chr19_10658,1.0,1,-32.8,2,5,2.1,26,5,37,37,0,0,yes,False,21,False,22,63,falsepositive
chr19_10516,1.0,1,-39.5,1,3,2.1,26,5,42,42,0,0,yes,False,22,False,24,68,Candidate
chr8_20782,1.0,1,-31.3,2,4,2.1,26,5,22,22,0,0,yes,False,22,True,22,59,Candidate
chr4_15911,1.0,1,-27.0,2,2,2.1,26,5,102,102,0,0,yes,False,18,False,18,51,falsepositive
chr4_15904,1.0,2,-34.7,3,5,2.1,26,5,29,29,0,0,yes,False,19,False,18,59,falsepositive
chr16_8220,1.0,1,-36.9,1,2,2.1,26,5,26,26,0,0,yes,False,23,False,23,61,Candidate
chr3_14194,1.0,1,-36.1,2,2,2.1,26,5,25,25,0,0,yes,False,25,True,26,57,Candidate
chr4_15897,1.0,4,-29.5,2,3,2.1,26,5,16,16,0,0,yes,False,23,True,21,62,Candidate
chr13_5617,1.0,1,-31.7,1,2,2.1,26,5,40,40,0,0,yes,False,22,True,23,60,Candidate
chr3_14322,1.0,3,-28.9,2,2,2.1,26,5,36,36,0,0,yes,False,22,False,22,61,Candidate
chr9_20995,1.0,1,-35.8,2,5,2.1,26,5,35,35,0,0,yes,False,21,False,25,59,Candidate
chr5_16968,1.0,1,-27.0,2,5,2.1,26,5,32,32,0,0,yes,False,22,True,25,63,Candidate
chr4_16280,1.0,2,-37.6,2,2,2.1,26,5,38,38,0,0,yes,False,22,True,22,67,Candidate
chr1_2137,0.96,2,-29.4,2,2,2.1,26,5,25,25,0,0,yes,False,22,True,22,65,falsepositive
chr5_KI270792v1_alt_21674,1.0,1,-27.0,2,5,2.1,26,5,32,32,0,0,yes,False,22,True,25,63,falsepositive
chr4_15898,1.0,4,-41.8,2,1,2.1,26,5,16,16,0,0,yes,False,23,True,21,85,falsepositive
chr2_12638,1.0,2,-26.9,2,2,2.1,26,5,68,68,0,0,yes,False,23,True,22,63,Candidate
chr16_7656,1.0,1,-24.8,3,0,2.1,26,5,50,50,0,0,yes,False,22,False,24,62,Candidate
chr11_4037,0.9375,3,-31.8,2,2,2.0,26,5,32,32,0,0,no,True,22,False,26,66,Confident
chr11_3940,1.0,2,-27.2,2,1,2.0,26,5,31,31,0,0,yes,False,23,True,22,57,Candidate
chr19_10165,1.0,1,-34.7,2,6,2.0,26,5,37,37,0,0,yes,False,21,False,25,56,Candidate
chr2_11850,0.48,4,-47.7,0,1,2.0,26,5,142,72,0,70,yes,False,21,True,20,81,falsepositive
chr3_14800,1.0,1,-40.7,2,2,2.0,26,5,24,24,0,0,yes,False,21,True,21,67,falsepositive
chr6_18015,1.0,1,-30.8,3,2,2.0,26,5,38,38,0,0,yes,False,22,False,22,52,falsepositive
chr11_3610,1.0,7,-35.6,2,1,2.0,26,5,12114,12114,0,0,yes,False,18,False,20,76,Candidate
chr11_3250,1.0,2,-27.4,2,2,2.0,26,5,48,48,0,0,yes,False,23,True,23,58,falsepositive
chr9_21147,1.0,1,-31.7,1,3,2.0,26,5,13,13,0,0,yes,False,24,False,23,61,falsepositive
chr19_10828,1.0,2,-40.6,2,1,2.0,26,5,32,32,0,0,yes,False,24,True,22,76,falsepositive
chr16_8286,1.0,13,-34.5,1,3,2.0,26,5,753,753,0,0,yes,False,21,False,24,67,falsepositive
chr1_563,1.0,1,-30.6,2,1,2.0,26,5,49,49,0,0,yes,False,22,False,19,65,falsepositive
chr11_4174,1.0,2,-24.6,2,2,2.0,26,5,23,23,0,0,yes,False,22,True,22,62,Candidate
chr13_6016,1.0,1,-43.7,0,0,2.0,26,5,18,18,0,0,no,True,19,False,19,82,Confident
chr22_13932,1.0,1,-34.9,2,2,2.0,26,5,16,16,0,0,yes,False,21,False,22,54,falsepositive
chr11_3262,1.0,1,-37.7,2,1,2.0,26,5,18,18,0,0,yes,False,22,True,22,65,falsepositive
chr19_10785,1.0,1,-32.6,2,0,2.0,26,5,76,76,0,0,yes,False,24,False,26,62,Candidate
chr3_14501,1.0,1,-33.3,2,1,2.0,26,5,18,18,0,0,yes,False,24,True,22,60,falsepositive
chr19_10492,1.0,1,-31.3,2,2,2.0,26,5,76,76,0,0,yes,False,25,False,21,67,Candidate
chr1_2204,1.0,2,-37.2,2,2,2.0,26,5,37,37,0,0,yes,False,22,False,22,61,Candidate
chr2_12189,1.0,1,-37.3,2,2,2.0,26,5,17,17,0,0,yes,False,21,True,21,63,Candidate
chr16_7665,1.0,4,-27.0,2,4,2.0,26,5,350,350,0,0,yes,False,21,True,22,63,falsepositive
chr9_21317,1.0,1,-26.4,4,4,2.0,26,5,28,28,0,0,yes,False,19,True,19,62,falsepositive
chr11_3422,1.0,1,-38.6,2,2,2.0,26,5,37,37,0,0,yes,False,22,True,22,59,Candidate
chr1_689,1.0,1,-26.1,2,2,2.0,26,5,31,31,0,0,yes,False,23,True,22,54,falsepositive
chr3_15349,1.0,2,-27.3,2,5,2.0,26,5,17,17,0,0,yes,False,21,True,17,60,falsepositive
chr17_8567,1.0,2,-31.9,2,0,2.0,26,5,45,45,0,0,yes,False,24,True,22,61,Candidate
chr13_5919,1.0,1,-38.2,2,5,2.0,26,5,38,38,0,0,yes,False,23,True,20,79,falsepositive
chr17_9582,1.0,1,-24.6,2,2,2.0,26,5,27,27,0,0,yes,False,21,False,25,53,Candidate
chr18_9685,1.0,1,-38.6,2,2,2.0,26,5,28,28,0,0,no,True,22,False,20,65,Confident
chr1_227,1.0,1,-34.1,2,2,2.0,26,5,53,53,0,0,yes,False,22,False,22,56,Candidate
chr19_10801,1.0,1,-26.2,2,2,2.0,26,5,23,23,0,0,yes,False,23,True,23,60,Candidate
chr17_8652,1.0,1,-35.2,2,2,2.0,26,5,18,18,0,0,yes,False,22,True,22,84,falsepositive
chr6_18108,0.8418079096045198,3,-36.1,1,2,2.0,26,5,177,177,0,0,yes,False,18,False,15,72,falsepositive
chr9_20813,1.0,1,-30.0,2,2,2.0,26,5,38,38,0,0,yes,False,19,False,19,49,falsepositive
chr17_8699,1.0,1,-35.8,2,0,1.9,59,2,20,20,0,0,yes,False,22,True,17,78,falsepositive
chr1_2140,1.0,1,-32.4,2,1,1.9,59,2,57,57,0,0,no,True,22,False,20,52,Confident
chr1_1610,0.4574468085106383,4,-32.2,2,2,1.9,59,2,94,94,0,0,yes,False,22,False,22,59,falsepositive
chr17_8710,1.0,1,-30.7,2,1,1.9,59,2,18,18,0,0,yes,False,21,True,22,56,Candidate
chr9_20807,1.0,2,-19.8,2,2,1.9,59,2,32,32,0,0,yes,False,19,True,19,52,falsepositive
chr8_19898,1.0,1,-32.7,2,2,1.9,59,2,27,27,0,0,yes,False,25,True,24,62,Candidate
chr7_19094,1.0,1,-25.1,2,2,1.9,59,2,27,27,0,0,yes,False,22,False,22,62,Candidate
chr5_17643,1.0,1,-28.1,2,1,1.9,59,2,23,23,0,0,yes,False,24,False,26,57,Candidate
chr3_14994,1.0,1,-31.4,2,2,1.9,59,2,50,50,0,0,yes,False,19,True,15,70,falsepositive
chr18_9794,1.0,1,-32.1,2,2,1.9,59,2,27,27,0,0,yes,False,22,False,22,58,Candidate
chr22_13767,1.0,1,-23.3,2,2,1.9,59,2,21,21,0,0,yes,False,22,True,22,52,falsepositive
chr22_14030,1.0,1,-32.6,2,2,1.9,59,2,48,48,0,0,yes,False,25,False,23,66,Candidate
chr1_1190,1.0,1,-21.8,2,2,1.9,59,2,12,12,0,0,yes,False,22,True,22,57,Candidate
chr8_KI270821v1_alt_21726,1.0,1,-32.7,2,2,1.9,59,2,19,19,0,0,yes,False,23,False,23,54,Candidate
chr5_17163,1.0,1,-38.1,2,0,1.9,59,2,26,26,0,0,no,True,22,True,24,59,Confident
chr1_1990,1.0,1,-34.4,3,2,1.9,59,2,39,39,0,0,yes,False,23,False,23,78,falsepositive
chr8_19880,1.0,1,-32.7,2,2,1.9,59,2,19,19,0,0,yes,False,23,False,23,54,Candidate
chr2_12451,1.0,3,-30.2,6,5,1.9,59,2,188,96,0,92,yes,False,22,False,23,62,falsepositive
chr3_14253,1.0,1,-33.0,2,2,1.9,59,2,15,15,0,0,yes,False,23,True,25,64,falsepositive
chr16_8129,1.0,1,-27.1,2,2,1.9,59,2,40,40,0,0,yes,False,22,True,22,59,Candidate
chr2_11342,1.0,1,-37.3,2,2,1.9,59,2,17,17,0,0,yes,False,21,True,21,63,Candidate
chr17_KI270857v1_alt_21893,1.0,1,-35.8,2,0,1.9,59,2,20,20,0,0,yes,False,22,True,17,78,falsepositive
chr8_20686,1.0,2,-25.5,2,2,1.9,59,2,32,32,0,0,yes,False,21,False,21,52,Candidate
chr5_16498,1.0,1,-27.8,2,2,1.9,59,2,23,23,0,0,yes,False,22,True,22,66,falsepositive
chr2_11251,1.0,1,-37.5,2,2,1.9,59,2,18,18,0,0,yes,False,21,True,21,48,falsepositive
chr19_10664,1.0,1,-31.9,2,0,1.9,59,2,28,28,0,0,yes,False,23,False,22,59,Candidate
chr19_10473,1.0,2,-26.9,2,2,1.9,59,2,127,127,0,0,yes,False,20,False,21,58,falsepositive
chr19_10206,1.0,1,-33.8,2,1,1.9,59,2,11,11,0,0,yes,False,20,False,20,56,falsepositive
chr8_20340,1.0,1,-18.1,1,1,1.9,59,2,38,38,0,0,yes,False,18,False,16,43,falsepositive
chr19_10829,1.0,1,-20.5,2,2,1.9,59,2,73,73,0,0,yes,False,21,True,21,51,Candidate
chr9_21168,0.5614035087719298,6,-29.4,2,2,1.8,59,2,171,171,0,0,yes,False,23,False,22,58,falsepositive
chr6_18220,1.0,1,-33.8,2,2,1.8,59,2,23,23,0,0,yes,False,22,False,22,83,falsepositive
chr10_2539,1.0,1,-34.8,1,3,1.8,59,2,15,15,0,0,yes,False,22,True,24,84,falsepositive
chr1_753,1.0,1,-32.2,2,3,1.8,59,2,50,50,0,0,yes,False,25,False,30,70,Candidate
chr9_21464,0.5555555555555556,2,-21.6,2,2,1.8,59,2,45,45,0,0,yes,False,23,False,22,62,falsepositive
chrX_22960,1.0,2,-32.1,2,2,1.8,59,2,23,23,0,0,yes,False,22,True,22,61,Candidate
chr16_7743,1.0,1,-30.8,2,2,1.8,59,2,22,22,0,0,yes,False,23,True,23,63,Candidate
chr1_181,1.0,1,-27.4,2,2,1.8,59,2,23,23,0,0,yes,False,21,False,21,57,Candidate
chr8_20125,1.0,1,-36.4,2,2,1.8,59,2,25,25,0,0,yes,False,24,True,24,64,Candidate
chr17_8904,1.0,1,-17.8,2,3,1.8,59,2,23,23,0,0,no,True,19,False,18,51,Confident
chr5_16932,1.0,1,-28.3,5,2,1.8,59,2,15,15,0,0,yes,False,22,True,22,68,falsepositive
chr13_5870,1.0,1,-34.1,2,3,1.8,59,2,46,46,0,0,yes,False,22,True,23,70,Candidate
chrX_23386,0.984375,2,-26.3,2,3,1.8,59,2,64,64,0,0,yes,False,22,True,23,58,Candidate
chr1_906,1.0,1,-25.5,2,1,1.8,59,2,19,19,0,0,yes,False,21,False,21,58,Candidate
chr3_14461,1.0,6,-18.3,2,1,1.8,59,2,64,64,0,0,yes,False,21,True,20,57,Candidate
chr3_14788,0.9887640449438202,2,-40.5,13,13,1.8,59,2,89,89,0,0,no,True,18,False,18,83,Confident
chr19_10780,1.0,1,-35.8,2,2,1.8,59,2,23,23,0,0,yes,False,25,False,25,78,falsepositive
chr1_1159,1.0,2,-27.7,2,2,1.8,59,2,28,28,0,0,yes,False,22,False,22,55,Candidate
chr17_9481,1.0,2,-27.4,5,0,1.8,59,2,61,36,0,25,yes,False,18,False,23,74,falsepositive
chr1_396,1.0,3,-26.0,2,2,1.8,59,2,168,168,0,0,yes,False,22,False,22,55,Candidate
chr12_5076,1.0,1,-31.2,2,2,1.8,59,2,17,17,0,0,yes,False,21,True,23,57,Candidate
chr1_1388,1.0,2,-29.5,2,2,1.8,59,2,57,57,0,0,yes,False,23,False,23,59,Candidate
chr2_11018,0.9696969696969696,2,-24.9,2,2,1.8,59,2,33,33,0,0,yes,False,22,True,22,61,Candidate
chr6_18282,1.0,1,-35.7,2,2,1.8,59,2,24,24,0,0,yes,False,23,False,23,63,Candidate
chr18_9756,0.7386363636363636,3,-32.5,1,0,1.8,59,2,88,88,0,0,yes,False,22,True,23,67,falsepositive
chr1_735,1.0,4,-31.1,1,2,1.8,59,2,2287,2287,0,0,yes,False,18,True,19,73,falsepositive
chr11_3679,1.0,4,-25.9,2,0,1.8,59,2,59,59,0,0,yes,False,23,True,22,58,Candidate
chr1_1884,1.0,1,-30.4,3,1,1.8,59,2,21,21,0,0,no,True,18,False,15,67,Confident
