provisional_id,normalized_entropy,normalized_entropy_s,Folding Energy,3' Overhang Bot,3' Overhang Top,miRDeep2_score,mirDeep_sensitivity,sensitivity_uncertainty,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_487,0.6936126401415557,0.714015280149328,-32.0,2,2,77.2,87.0,2.0,153,102,0,51,no,False,22,True,22,58,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4884,0.6522774493491543,,-31.0,2,2,0.2,42.0,2.0,378,378,0,0,no,False,22,False,22,51,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5024,0.026746905812698,0.2921877814347899,-19.3,2,2,2012.5,87.0,2.0,3951,3659,0,292,no,False,22,False,23,63,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5057,0.0,,-18.6,2,2,2.6,84.0,2.0,26,26,0,0,no,True,21,False,20,50,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5065,0.0,,-42.0,2,2,0.3,42.0,2.0,28,28,0,0,no,False,22,False,22,62,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_51,0.0,0.0,-35.7,2,2,12.0,87.0,2.0,24,20,0,4,no,False,22,False,22,58,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5100,0.5132594983458818,,-41.7,2,2,0.1,42.0,2.0,2330,2330,0,0,no,False,23,True,23,62,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5106,0.4711605567884639,0.0,-19.4,3,3,709.6,87.0,2.0,1396,1385,0,11,no,False,22,True,22,59,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5134,0.0581893326503033,0.0,-43.8,2,2,0.5,42.0,2.0,2826,2826,0,0,no,False,21,True,21,60,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5238,0.1956071586727244,,-41.1,2,2,0.1,42.0,2.0,1407,1407,0,0,no,False,22,True,23,90,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5352,0.1000009427217844,,-30.9,2,2,0.3,42.0,2.0,154,154,0,0,no,False,21,True,21,53,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5378,0.6454562770646018,0.0,-24.0,2,3,272.8,87.0,2.0,537,523,0,14,no,False,22,True,23,59,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5445,0.1453583152597938,0.8767162887109249,-19.6,2,1,156.8,87.0,2.0,321,287,7,27,no,False,18,True,19,72,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5750,0.1467866383164227,0.7357190212027203,-6.8,2,1,166.7,87.0,2.0,345,334,0,11,no,False,20,True,18,42,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5794,0.454485253407049,0.8554508102715916,-35.4,0,1,0.7,42.0,2.0,8673,8655,0,18,no,False,21,True,22,58,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5952,0.6314204868444127,,-35.3,2,2,0.4,42.0,2.0,299,299,0,0,no,False,23,True,23,67,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5957,0.808637394310634,0.5860176582566969,-33.8,4,3,297.2,87.0,2.0,585,521,0,64,no,False,22,True,23,61,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5964,0.6314734211957047,0.7205826698774369,-44.5,5,4,0.9,42.0,2.0,6883,6679,0,204,no,False,23,False,22,62,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_6109,0.1289294586295373,0.0,-16.5,2,2,654.6,87.0,2.0,1309,1279,0,30,no,False,18,True,19,70,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_630,0.0,0.6502166529673766,-12.8,2,2,1007.1,87.0,2.0,1979,1767,0,212,no,False,23,True,22,58,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_719,0.0,,-29.3,2,2,0.0,42.0,2.0,43,43,0,0,no,False,22,True,22,51,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_773,0.6028095312033321,0.0,-19.6,2,5,92.4,87.0,2.0,186,180,0,6,no,False,24,True,21,61,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_793,0.7382848658549115,,-45.3,2,2,0.7,42.0,2.0,72,72,0,0,no,False,23,True,23,50,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_810,0.5586293731636601,,-28.7,2,2,0.2,42.0,2.0,92,92,0,0,no,False,22,True,22,62,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_819,0.1153340946329381,0.0,-20.7,2,2,3785.4,87.0,2.0,7428,7422,0,6,no,False,22,True,23,64,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_860,0.0,,-38.9,2,2,0.6,42.0,2.0,77,77,0,0,no,False,21,False,21,73,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_983,0.0,,-34.9,2,2,0.8,42.0,2.0,28,28,0,0,no,False,23,True,23,53,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_990,0.3589297768115078,0.9852281357457124,-31.6,2,2,260.9,87.0,2.0,513,499,0,14,no,False,22,True,22,66,falsepositive
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_996,0.0,,-31.4,2,2,0.5,42.0,2.0,36,36,0,0,no,False,22,True,22,63,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_10280,0.0,0.0,-14.3,1,4,46.7,87.0,2.0,113,97,0,16,no,False,19,True,21,86,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_10481,0.9649567666620296,0.9709505941661296,-8.2,0,0,100.4,87.0,2.0,214,205,0,9,no,False,20,True,21,54,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_10624,0.0,,-21.0,2,2,0.0,42.0,2.0,27,27,0,0,no,False,24,False,25,61,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_10687,0.0,,-31.8,2,2,0.2,42.0,2.0,27,27,0,0,no,False,25,False,22,79,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11079,0.3451173146564139,0.9828586894241668,-41.7,6,5,1.1,81.0,2.0,172,155,0,17,no,False,22,True,23,68,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11168,0.6876783203571126,0.0,-18.8,2,0,36.1,87.0,2.0,72,65,0,7,no,False,21,True,21,55,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11182,0.8680403983281011,0.0,-24.4,2,2,41.2,87.0,2.0,83,76,0,7,no,False,22,True,22,54,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11281,0.0,0.9474351358954916,-42.3,2,1,36.3,87.0,2.0,71,30,0,41,no,False,22,True,21,60,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11317,0.2932367655803448,0.0,-14.9,3,2,589.0,87.0,2.0,1164,988,0,176,no,False,22,True,23,55,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11356,0.3757484457042262,0.9646095634604334,-31.7,0,1,125.4,87.0,2.0,247,204,0,43,no,False,22,True,21,61,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11422,0.0769905931129204,0.9930972582596252,-17.5,3,4,650.0,87.0,2.0,1282,1149,0,133,no,False,23,True,22,63,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11423,0.085193725027738,0.0,-19.4,2,2,9844.3,87.0,2.0,19311,19266,0,45,no,False,24,True,22,59,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11425,0.0,0.0,-19.0,3,3,75.6,87.0,2.0,151,131,0,20,no,False,22,False,24,61,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11427,0.085193725027738,0.0,-21.1,2,2,9844.4,87.0,2.0,19311,19266,0,45,no,False,24,True,22,59,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11429,0.0,0.0,-19.0,3,3,75.5,87.0,2.0,151,131,0,20,no,False,22,False,24,61,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11538,0.0,0.0,-29.2,2,2,0.0,42.0,2.0,55,55,0,0,no,False,22,True,22,73,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11662,0.5728718250693904,0.0,-23.1,1,1,52.2,87.0,2.0,105,99,0,6,no,False,22,False,22,61,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11902,0.0,,-22.6,2,3,0.7,42.0,2.0,28,28,0,0,no,False,22,True,23,63,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12024,0.0,,-21.7,2,2,0.2,42.0,2.0,59,59,0,0,no,False,22,False,22,54,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12025,0.0,,-20.2,4,7,0.0,42.0,2.0,77,77,0,0,no,False,22,False,17,44,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12037,0.3684730442422925,0.6819051961443928,-33.2,5,5,0.0,42.0,2.0,2268,2085,14,169,no,False,22,True,22,65,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12093,0.0,,-28.4,2,2,0.4,42.0,2.0,71,71,0,0,no,False,22,False,22,61,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12107,0.2811937961435036,,-23.5,2,2,0.0,42.0,2.0,41,41,0,0,no,False,22,False,23,60,Candidate
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12146,0.5798078637464747,0.0,-13.0,2,3,13.0,87.0,2.0,45,32,0,13,no,False,22,True,22,52,falsepositive
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12198,0.0868151942146405,0.2205392974224762,-22.5,2,0,1100.9,87.0,2.0,2162,1285,0,877,no,False,23,True,22,62,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12200,0.0350031925888771,0.0185646505789458,-19.4,2,1,13612.1,87.0,2.0,26704,19125,0,7579,no,False,23,False,22,60,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12206,0.0378509510193146,0.0391990807563056,-19.3,4,2,0.0,42.0,2.0,468646,465550,0,3096,no,False,22,False,21,57,Confident
