provisional_id,normalized_entropy,normalized_entropy_s,Folding Energy,3' Overhang Bot,3' Overhang Top,miRDeep2_score,mirDeep_sensitivity,sensitivity_uncertainty,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
NC_049727.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_18_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_27149,0.0,0.0,-27.8,2,3,4.1,90.0,3.0,238,238,0,0,no,True,19,True,18,58,Confident
NC_049729.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_20_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_29266,0.481534780655722,0.9999999997114608,-23.7,2,5,-0.3,57.0,5.0,140,137,0,3,no,False,25,True,24,56,Confident
NC_049729.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_20_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_29803,0.481534780655722,0.9999999997114608,-23.7,2,5,-0.3,57.0,5.0,140,137,0,3,no,False,25,True,24,56,Confident
NC_049730.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_21_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_30137,0.0057190453759639,0.097940582429635,-19.6,1,1,29037.9,90.0,3.0,56952,56873,0,79,no,True,21,True,21,59,Confident
NC_049730.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_21_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_30139,0.0188117200804184,0.6392339953320852,-22.7,2,2,35279.0,90.0,3.0,69194,69033,0,161,no,True,22,True,23,59,Confident
NC_049731.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_22_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_31246,0.0,0.0,-28.3,3,2,90.9,90.0,3.0,180,179,0,1,no,False,22,True,23,57,Confident
NC_049731.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_22_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_31250,0.0,0.0,-28.3,3,2,90.8,90.0,3.0,180,179,0,1,no,False,22,True,23,57,Confident
NC_049731.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_22_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_31680,0.0133084630491328,0.7219280945988233,-19.6,2,1,22427.7,90.0,3.0,43986,43976,0,10,no,True,22,True,21,60,Confident
NC_049732.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_23_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_31902,0.0086077403697504,0.216472192428539,-27.6,2,2,13863.2,90.0,3.0,27194,27157,0,37,no,False,22,True,22,68,Confident
NC_049732.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_23_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_32135,0.0092536720570317,0.216472192428539,-27.6,2,2,13861.5,90.0,3.0,27190,27153,0,37,no,False,22,True,22,68,Confident
NC_049734.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_25_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_34131,0.0183545112759215,0.8112781241705938,-27.0,3,2,5396.2,90.0,3.0,10578,10576,0,2,no,True,22,True,22,58,Confident
NC_049734.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_25_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_35756,0.0183545112759215,0.8112781241705938,-27.0,3,2,5396.2,90.0,3.0,10578,10576,0,2,no,True,22,True,22,58,Confident
NC_049735.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_26_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_37171,0.0147651815752229,0.0361898841718907,-22.8,2,2,97911.5,90.0,3.0,192044,121366,0,70678,no,True,22,True,22,56,Confident
NC_049735.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_26_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_37239,0.0572554055933518,0.5723676906829784,-26.5,2,2,269.5,90.0,3.0,530,482,0,48,no,False,22,True,22,55,Confident
NC_049735.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_26_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_37778,0.0572554055933518,0.2347573630528401,-26.5,2,2,269.6,90.0,3.0,530,482,0,48,no,False,22,True,22,55,Confident
NC_049737.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_28_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_39605,0.0741740831337781,0.2652386604648807,-25.4,2,1,448573.4,90.0,3.0,879852,872539,1,7312,no,True,22,True,23,59,Confident
NW_023337160.1_Spodoptera_frugiperda_isolate_Faw-zju_unplaced_genomic_scaffold_ZJU_Sfru_1.0_ctg225_4_whole_genome_shotgun_sequence_42559,0.2782325943193096,0.9182958337659504,-17.6,2,1,433.3,90.0,3.0,852,822,0,30,no,False,21,True,22,56,Confident
NW_023337189.1_Spodoptera_frugiperda_isolate_Faw-zju_unplaced_genomic_scaffold_ZJU_Sfru_1.0_ctg66_4_whole_genome_shotgun_sequence_43077,0.0143715946550243,0.3786484742221034,-26.6,3,1,11193.3,90.0,3.0,21950,21743,0,207,no,True,25,True,22,64,Confident
NW_023337189.1_Spodoptera_frugiperda_isolate_Faw-zju_unplaced_genomic_scaffold_ZJU_Sfru_1.0_ctg66_4_whole_genome_shotgun_sequence_43079,0.7871265859127299,0.7725068854411883,-23.2,3,3,11.1,90.0,3.0,25,17,0,8,no,False,22,False,22,66,Confident
NW_023337189.1_Spodoptera_frugiperda_isolate_Faw-zju_unplaced_genomic_scaffold_ZJU_Sfru_1.0_ctg66_4_whole_genome_shotgun_sequence_43081,0.0130601469665735,0.0220737036245949,-37.1,3,1,31361.9,90.0,3.0,61509,49798,10598,1113,no,True,23,True,21,84,Confident
NW_023337189.1_Spodoptera_frugiperda_isolate_Faw-zju_unplaced_genomic_scaffold_ZJU_Sfru_1.0_ctg66_4_whole_genome_shotgun_sequence_43084,0.2253496236357632,0.7073842188446401,-32.1,2,3,376.7,90.0,3.0,733,710,0,23,no,True,23,True,22,60,Confident
