provisional_id,five_prime_process_signal_selected_row_count_sum_over_mature_count_sum,num_locis,Folding Energy,3' Overhang Bot,3' Overhang Top,Accepted Overhang?,miRDeep2_score,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
NC_003070.9_509,0.6823104693140795,45,-31.9,2,1,True,136.6,259,247,0,12,yes,True,21,False,20,79,Confident
NC_003070.9_6213,1.0,19,-38.6,1,3,True,129.9,246,241,0,5,yes,True,20,True,18,82,Confident
NC_003076.8_46036,0.5321637426900585,33,-39.5,2,1,True,113.7,214,170,1,43,yes,True,20,True,21,86,Confident
NC_003076.8_36923,0.6666666666666666,27,-25.9,2,1,True,97.7,184,130,0,54,yes,True,21,False,20,83,Confident
NC_003071.7_19316,0.6481481481481481,33,-33.9,3,5,False,50.9,98,77,0,21,yes,False,21,True,23,80,Confident
NC_003075.7_35703,0.6363636363636364,13,-52.1,2,2,True,18.1,33,32,0,1,yes,False,21,True,21,80,Confident
NC_003071.7_15315,0.7215189873417721,16,-39.5,0,2,False,5.0,77,63,0,14,yes,True,19,True,22,85,Confident
NC_003071.7_15758,0.84,22,-45.0,2,2,True,1.9,96,96,0,0,yes,False,20,True,20,81,Confident
NC_003075.7_32257,0.8442265795206971,322,-43.6,0,1,False,1.8,6860,6641,4,215,yes,False,21,True,22,83,Confident
NC_003074.8_25004,0.9936114242765878,54,-19.6,1,1,True,0.3,2659,2659,0,0,no,True,21,True,16,72,Confident
NC_003075.7_32931,0.9649578195976638,59,-15.7,2,2,True,0.0,1519,1519,0,0,no,True,18,True,18,53,Confident
NC_003075.7_32932,0.9655844155844155,58,-12.5,3,2,True,-1.5,1519,1519,0,0,no,True,18,True,19,69,Confident
NC_003074.8_20975,0.9957634688512876,207,-16.3,2,1,True,-2.3,39168,39168,0,0,no,True,20,True,18,58,Confident
NC_003071.7_11027,0.8030346203162844,816,-27.3,4,2,False,-2.4,13199,12347,606,246,no,False,21,True,20,82,Confident
NC_003076.8_45608,0.617167692864904,119,-15.1,2,2,True,-3.7,5347,5347,0,0,no,True,20,True,17,69,Confident
NC_003075.7_32352,0.7878787878787878,33,-11.9,0,7,False,-4.6,393,393,0,0,no,True,21,False,19,63,Confident
NC_003071.7_16072,0.6140939597315436,39,-15.3,2,2,True,-4.7,287,287,0,0,no,False,22,False,21,46,Confident
NC_003070.9_3623,0.7804878048780488,7,-8.4,2,3,True,-8.4,41,41,0,0,no,False,21,True,23,50,Confident
NC_003076.8_45071,0.6617647058823529,16,-10.3,6,10,False,-8.6,68,68,0,0,no,True,20,False,22,79,Confident
NC_003075.7_32930,0.962809917355372,19,-9.7,2,2,True,-10.2,239,239,0,0,no,True,20,True,21,65,Confident
NC_003070.9_478,0.99334696839744,425,-8.8,31,16,False,-17.9,757844,757844,0,0,yes,True,21,True,23,68,Confident
NC_003071.7_14472,0.981859410430839,34,-5.7,2,1,True,-39.3,441,441,0,0,no,False,21,True,21,68,Confident
