provisional_id,normalized_entropy,normalized_entropy_s,Folding Energy,3' Overhang Bot,3' Overhang Top,miRDeep2_score,mirDeep_sensitivity,sensitivity_uncertainty,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
chr11_3226,0.0,,-23.5,1,2,1.2,59.0,2.0,139,139,0,0,yes,False,23,False,22,60,Candidate
chr11_3233,0.0,,-27.2,2,2,1.6,59.0,2.0,43,43,0,0,yes,False,22,False,23,57,Candidate
chr11_3250,0.0,,-27.4,2,2,2.0,26.0,5.0,48,48,0,0,yes,False,23,True,23,58,falsepositive
chr11_3262,0.0,,-37.7,2,1,2.0,26.0,5.0,18,18,0,0,yes,False,22,True,22,65,falsepositive
chr11_3422,0.0,,-38.6,2,2,2.0,26.0,5.0,37,37,0,0,yes,False,22,True,22,59,Candidate
chr11_3516,0.1460942498315972,,-19.8,2,2,1.7,59.0,2.0,564,564,0,0,yes,False,22,True,22,57,Candidate
chr11_3550,0.0,,-21.8,2,7,1.3,59.0,2.0,17,17,0,0,yes,False,19,False,14,60,falsepositive
chr11_3610,0.0,,-35.6,2,1,2.0,26.0,5.0,12114,12114,0,0,yes,False,18,False,20,76,Candidate
chr11_3640,0.0,,-19.6,2,0,0.4,0.0,0.0,82,82,0,0,yes,False,18,False,17,41,falsepositive
chr11_3679,0.0,,-25.9,2,0,1.8,59.0,2.0,59,59,0,0,yes,False,23,True,22,58,Candidate
chr11_3743,0.0,,-25.2,2,3,1.4,59.0,2.0,46,46,0,0,yes,False,22,True,23,69,Candidate
chr11_3759,0.0,0.0,-32.0,5,5,2.6,26.0,5.0,73,37,0,36,yes,False,22,False,22,62,falsepositive
chr11_3840,0.0,,-31.6,2,2,1.5,59.0,2.0,23,23,0,0,yes,False,18,True,19,84,falsepositive
chr11_3843,0.0,,-26.1,2,2,4.9,24.0,13.0,69,69,0,0,yes,True,22,False,22,52,Confident
chr11_3898,0.0,,-32.2,1,4,5.9,80.0,8.0,78,78,0,0,yes,True,22,True,25,55,Confident
chr11_3940,0.0,,-27.2,2,1,2.0,26.0,5.0,31,31,0,0,yes,False,23,True,22,57,Candidate
chr11_4037,0.2522394479379173,,-31.8,2,2,2.0,26.0,5.0,32,32,0,0,no,True,22,False,26,66,Confident
chr11_4174,0.0,,-24.6,2,2,2.0,26.0,5.0,23,23,0,0,yes,False,22,True,22,62,Candidate
chr11_4181,0.0,,-26.6,2,0,1.4,59.0,2.0,23,23,0,0,yes,False,21,False,23,66,falsepositive
chr11_4189,0.0,,-11.2,4,5,0.2,0.0,0.0,47,47,0,0,yes,False,18,False,17,54,falsepositive
chr11_4238,0.0,,-14.7,2,2,1.2,59.0,2.0,18,18,0,0,yes,False,21,False,19,46,falsepositive
chr11_4244,0.0,,-32.9,2,2,1.7,59.0,2.0,20,20,0,0,yes,False,21,True,21,58,Candidate
chr11_4287,0.9845434610463516,,-26.4,2,2,1.0,59.0,2.0,438,438,0,0,yes,False,22,False,22,62,falsepositive
chr11_4295,0.2551278710399369,0.8761686471038137,-45.4,1,1,653.9,77.0,11.0,1279,1110,0,169,yes,False,22,True,22,58,Candidate
chr11_4401,0.0,0.0,-24.6,1,2,188.5,77.0,11.0,369,244,0,125,yes,False,22,False,21,63,Candidate
chr11_4422,0.0,,-24.1,2,1,1.1,59.0,2.0,16,16,0,0,yes,False,20,True,20,52,falsepositive
chr11_4434,0.0,,-44.5,2,3,2.3,26.0,5.0,18,18,0,0,yes,False,23,True,24,74,falsepositive
chr11_4448,0.0,,-37.6,2,2,1.3,59.0,2.0,11,11,0,0,yes,False,23,False,23,87,falsepositive
chr12_4481,0.0,,-30.6,3,8,5.2,80.0,8.0,37,37,0,0,yes,True,20,False,25,61,Confident
chr12_4553,0.0,,-20.6,1,2,2.2,26.0,5.0,40,40,0,0,yes,False,20,True,21,52,Candidate
chr12_4589,0.8714630053726551,,-43.4,3,4,2.4,26.0,5.0,89,89,0,0,yes,False,23,False,24,58,falsepositive
chr12_4595,0.0,,-43.2,2,2,1.1,59.0,2.0,9,9,0,0,yes,False,21,True,21,57,Candidate
chr12_4614,0.0,,-23.0,1,1,1.8,59.0,2.0,72,72,0,0,yes,False,21,True,21,59,Candidate
chr12_4629,0.0,,-11.5,12,12,0.9,0.0,0.0,12,12,0,0,yes,False,18,True,18,65,falsepositive
chr12_4737,0.0,,-15.5,1,2,0.8,0.0,0.0,54,54,0,0,yes,False,19,True,20,52,falsepositive
chr12_4757,0.0,,-22.0,5,11,0.2,0.0,0.0,21,21,0,0,yes,False,19,False,23,76,falsepositive
chr12_4768,0.0,,-15.9,5,3,1.5,59.0,2.0,35,35,0,0,yes,False,21,True,25,60,falsepositive
chr12_4888,0.0,,-21.4,8,2,0.1,0.0,0.0,19,19,0,0,yes,False,25,False,30,74,falsepositive
chr12_4932,0.0,,-32.3,2,2,1.6,59.0,2.0,21,21,0,0,yes,False,18,False,18,68,falsepositive
chr12_5076,0.0,,-31.2,2,2,1.8,59.0,2.0,17,17,0,0,yes,False,21,True,23,57,Candidate
chr12_5121,0.0,,-18.5,2,2,0.5,0.0,0.0,18,18,0,0,yes,False,24,True,23,63,falsepositive
chr12_5189,0.0,,-29.4,2,2,3.9,0.0,0.0,9,9,0,0,yes,True,23,False,23,61,Confident
chr12_5196,0.0,,-30.7,2,0,1.8,59.0,2.0,26,26,0,0,yes,False,25,True,23,62,Candidate
chr12_5275,0.0,,-30.8,2,3,1.3,59.0,2.0,17,17,0,0,yes,False,23,True,21,92,falsepositive
chr12_5446,0.6292492235674956,,-18.0,2,0,0.5,0.0,0.0,19,19,0,0,no,True,23,True,24,50,Confident
chr12_5486,0.0,,-22.4,2,2,0.9,0.0,0.0,40,40,0,0,yes,False,23,False,22,56,Candidate
chr12_5528,0.0,,-26.5,2,2,0.7,0.0,0.0,17,17,0,0,yes,False,23,False,23,69,falsepositive
chr12_5549,0.0,,-23.8,2,2,2.1,26.0,5.0,43,43,0,0,yes,False,18,False,17,50,falsepositive
chr12_KI270904v1_alt_22027,0.0,,-43.2,2,2,1.1,59.0,2.0,9,9,0,0,yes,False,21,True,21,57,Candidate
chr13_5581,0.0,,-24.6,2,2,1.5,59.0,2.0,34,34,0,0,yes,False,18,False,19,68,falsepositive
chr13_5599,0.0,,-21.2,2,1,0.8,0.0,0.0,36,36,0,0,yes,False,23,True,22,64,Candidate
chr13_5601,0.0,,-17.2,3,2,0.8,0.0,0.0,37,37,0,0,yes,False,22,True,21,58,Candidate
chr13_5617,0.0,,-31.7,1,2,2.1,26.0,5.0,40,40,0,0,yes,False,22,True,23,60,Candidate
chr13_5714,0.0,,-20.3,2,5,1.3,59.0,2.0,13,13,0,0,yes,False,24,True,20,62,falsepositive
chr13_5816,0.0,,-24.6,2,2,1.5,59.0,2.0,34,34,0,0,yes,False,18,False,19,68,falsepositive
chr13_5870,0.0,,-34.1,2,3,1.8,59.0,2.0,46,46,0,0,yes,False,22,True,23,70,Candidate
chr13_5877,0.0,,-33.1,2,2,1.6,59.0,2.0,58,58,0,0,yes,False,21,True,21,51,Candidate
chr13_5919,0.0,,-38.2,2,5,2.0,26.0,5.0,38,38,0,0,yes,False,23,True,20,79,falsepositive
chr13_6016,0.0,,-43.7,0,0,2.0,26.0,5.0,18,18,0,0,no,True,19,False,19,82,Confident
chr13_6017,0.0,,-14.4,3,3,0.5,0.0,0.0,9,9,0,0,yes,False,18,True,21,48,falsepositive
chr13_6037,0.0,0.0,-28.6,1,1,67.8,77.0,11.0,131,90,0,41,yes,False,22,True,20,53,falsepositive
chr13_6047,0.0,,-24.3,2,1,1.6,59.0,2.0,60,60,0,0,yes,False,25,False,23,77,Candidate
chr14_6104,0.0,,-22.1,2,2,0.8,0.0,0.0,17,17,0,0,no,True,23,False,24,54,Confident
chr14_6111,0.0,,-32.5,2,2,1.3,59.0,2.0,106,106,0,0,yes,False,23,False,22,56,Candidate
chr14_6208,0.719582737006109,,-17.3,2,1,3.2,0.0,0.0,171,171,0,0,yes,True,20,False,25,51,Confident
chr14_6250,0.0,0.0,-41.7,2,3,614.3,77.0,11.0,1201,1173,0,28,yes,False,22,True,21,59,Candidate
chr14_6282,0.0,,-23.5,2,3,1.0,59.0,2.0,19,19,0,0,no,True,18,True,16,60,Confident
chr14_6284,0.0,,-24.5,3,3,1.1,59.0,2.0,14,14,0,0,no,True,22,True,22,78,Confident
chr14_6286,0.0,,-18.7,3,9,1.3,59.0,2.0,36,36,0,0,yes,False,20,False,17,74,falsepositive
chr14_6343,0.0,,-16.1,2,2,1.7,59.0,2.0,80,80,0,0,yes,False,19,False,18,40,falsepositive
chr14_6489,0.7700952678101356,,-16.0,6,4,136.9,77.0,11.0,276,225,0,51,no,False,18,False,24,43,falsepositive
chr14_6509,0.0,,-32.6,2,3,1.1,59.0,2.0,17,17,0,0,yes,False,23,False,22,58,Candidate
chr14_6643,0.0,,-21.7,2,1,4.2,24.0,13.0,25,25,0,0,yes,True,24,False,26,61,Confident
chr14_6686,0.0,,-12.1,5,2,0.0,0.0,0.0,28,28,0,0,yes,False,20,False,18,44,falsepositive
chr14_6709,0.0,0.0,-41.6,2,3,614.1,77.0,11.0,1201,1173,0,28,yes,False,22,True,21,59,Candidate
chr14_6814,0.0,,-25.2,2,4,1.7,59.0,2.0,39,39,0,0,yes,False,21,False,23,64,Candidate
chr14_KI270847v1_alt_21800,0.0,,-25.2,2,4,1.7,59.0,2.0,39,39,0,0,yes,False,21,False,23,64,falsepositive
chr15_6923,0.0,,-29.1,1,2,1.5,59.0,2.0,15,15,0,0,yes,False,23,True,21,78,falsepositive
chr15_6925,0.0,,-14.9,2,3,1.1,59.0,2.0,34,34,0,0,yes,False,18,False,13,45,falsepositive
chr15_6970,0.8428583953855568,,-7.9,2,2,0.3,0.0,0.0,266,266,0,0,no,True,20,False,21,42,Confident
chr15_6973,0.1548023606449806,0.7002719038892457,-12.2,2,1,0.0,0.0,0.0,2504,2504,0,0,yes,False,23,True,22,48,falsepositive
chr15_7177,0.0,,-24.7,4,2,1.3,59.0,2.0,13,13,0,0,yes,False,21,True,21,60,Candidate
chr15_7244,0.0,,-33.7,2,2,1.3,59.0,2.0,10,10,0,0,yes,False,23,True,23,61,Candidate
chr15_7380,0.0,,-28.4,2,2,1.5,59.0,2.0,67,67,0,0,yes,False,22,False,25,61,Candidate
chr15_7395,0.4596942125071012,,-38.9,2,2,5.7,80.0,8.0,103,103,0,0,yes,True,22,False,22,60,Confident
chr15_7469,0.0,,-26.1,1,3,1.1,59.0,2.0,28,28,0,0,yes,False,20,False,19,67,falsepositive
chr15_7497,0.0,,-21.5,2,3,1.2,59.0,2.0,32,32,0,0,yes,False,18,False,19,75,falsepositive
chr15_7592,0.0,,-38.3,2,3,2.3,26.0,5.0,93,93,0,0,yes,False,22,True,24,58,Candidate
chr16_7656,0.0,,-24.8,3,0,2.1,26.0,5.0,50,50,0,0,yes,False,22,False,24,62,Candidate
chr16_7663,0.0,,-44.4,2,2,2.3,26.0,5.0,17,17,0,0,yes,False,22,True,20,69,falsepositive
chr16_7665,0.0,,-27.0,2,4,2.0,26.0,5.0,350,350,0,0,yes,False,21,True,22,63,falsepositive
chr16_7743,0.0,,-30.8,2,2,1.8,59.0,2.0,22,22,0,0,yes,False,23,True,23,63,Candidate
chr16_7745,0.0,,-19.5,2,3,1.6,59.0,2.0,27,27,0,0,yes,False,22,False,23,68,Candidate
chr16_7887,0.0,,-43.8,2,1,2.1,26.0,5.0,20,20,0,0,yes,False,24,True,24,66,falsepositive
chr16_7942,0.0,,-22.1,2,2,1.6,59.0,2.0,21,21,0,0,yes,False,22,True,22,51,falsepositive
chr16_8092,0.0,0.0,-30.8,2,2,2.1,26.0,5.0,135,135,0,0,yes,False,22,False,22,60,Candidate
chr16_8094,0.0,,-24.1,2,1,1.0,59.0,2.0,11,11,0,0,yes,False,22,False,22,57,Candidate
chr16_8100,0.0,,-24.1,2,1,1.0,59.0,2.0,11,11,0,0,yes,False,22,False,22,57,Candidate
chr16_8129,0.0,,-27.1,2,2,1.9,59.0,2.0,40,40,0,0,yes,False,22,True,22,59,Candidate
chr16_8166,0.0,,-38.0,2,2,2.2,26.0,5.0,85,85,0,0,yes,False,18,False,18,71,falsepositive
chr16_8220,0.0,,-36.9,1,2,2.1,26.0,5.0,26,26,0,0,yes,False,23,False,23,61,Candidate
chr16_8286,0.0,,-34.5,1,3,2.0,26.0,5.0,753,753,0,0,yes,False,21,False,24,67,falsepositive
chr16_8292,0.0,,-37.9,2,2,2.5,26.0,5.0,89,89,0,0,yes,False,23,True,23,59,Candidate
chr16_8305,0.7260500913102796,,-18.2,2,6,0.8,0.0,0.0,719,719,0,0,no,True,20,False,20,63,Confident
chr16_KI270853v1_alt_21843,0.0,,-30.8,2,2,1.8,59.0,2.0,22,22,0,0,yes,False,23,True,23,63,falsepositive
chr16_KI270853v1_alt_21845,0.0,,-24.1,2,1,1.0,59.0,2.0,11,11,0,0,yes,False,22,False,22,57,Candidate
chr16_KI270853v1_alt_21858,0.0,,-19.5,2,3,1.6,59.0,2.0,27,27,0,0,yes,False,22,False,23,68,falsepositive
chr17_8406,0.0,,-14.5,2,1,1.0,59.0,2.0,92,92,0,0,yes,False,18,False,18,56,falsepositive
chr17_8567,0.0,,-31.9,2,0,2.0,26.0,5.0,45,45,0,0,yes,False,24,True,22,61,Candidate
chr17_8628,0.0,,-33.3,2,0,1.5,59.0,2.0,47,47,0,0,yes,False,21,True,20,72,Candidate
chr17_8652,0.0,,-35.2,2,2,2.0,26.0,5.0,18,18,0,0,yes,False,22,True,22,84,falsepositive
chr17_8666,0.0,,-23.7,2,2,1.6,59.0,2.0,18,18,0,0,yes,False,22,True,22,84,falsepositive
chr17_8699,0.0,,-35.8,2,0,1.9,59.0,2.0,20,20,0,0,yes,False,22,True,17,78,falsepositive
chr17_8710,0.0,,-30.7,2,1,1.9,59.0,2.0,18,18,0,0,yes,False,21,True,22,56,Candidate
chr17_8789,0.0,,-21.6,2,2,1.0,59.0,2.0,25,25,0,0,yes,False,21,True,22,59,Candidate
chr17_8815,0.0,,-26.3,1,4,1.7,59.0,2.0,27,27,0,0,yes,False,21,False,24,61,falsepositive
chr17_8845,0.0,,-30.5,2,2,2.2,26.0,5.0,120,120,0,0,yes,False,22,False,22,54,Candidate
chr17_8857,0.7306802805186214,0.0,-32.7,2,2,1.1,59.0,2.0,181,181,0,0,yes,False,18,True,18,80,falsepositive
chr17_8904,0.0,,-17.8,2,3,1.8,59.0,2.0,23,23,0,0,no,True,19,False,18,51,Confident
chr17_8976,0.0,,-31.1,2,3,2.4,26.0,5.0,32,32,0,0,yes,False,23,False,25,72,Candidate
chr17_8986,0.0,,-19.3,6,7,1.2,59.0,2.0,19,19,0,0,yes,False,18,False,19,65,falsepositive
chr17_9020,0.0,,-29.7,2,2,0.9,0.0,0.0,23,23,0,0,yes,False,22,True,27,78,falsepositive
chr17_9029,0.0,,-24.6,2,2,1.7,59.0,2.0,35,35,0,0,yes,False,21,True,21,59,Candidate
chr17_9191,0.0,,-27.7,2,2,2.4,26.0,5.0,14,14,0,0,yes,False,21,True,21,58,Candidate
chr17_9237,0.0,,-22.5,4,5,1.1,59.0,2.0,23,23,0,0,yes,False,21,True,20,52,falsepositive
chr17_9260,0.4201215572664493,0.228538143664989,-35.9,2,2,1.4,59.0,2.0,603,603,0,0,yes,False,18,False,17,90,falsepositive
chr17_9402,0.0,,-25.6,1,4,1.4,59.0,2.0,28,28,0,0,no,True,22,False,25,63,Confident
chr17_9426,0.0,,-9.8,0,1,2.3,26.0,5.0,29,29,0,0,yes,True,23,False,21,48,Confident
chr17_9475,0.7269708001806883,0.0,-21.5,2,0,3.5,0.0,0.0,253,236,0,17,yes,True,21,True,23,63,Confident
chr17_9481,0.0,0.0,-27.4,5,0,1.8,59.0,2.0,61,36,0,25,yes,False,18,False,23,74,falsepositive
chr17_9582,0.0,,-24.6,2,2,2.0,26.0,5.0,27,27,0,0,yes,False,21,False,25,53,Candidate
chr17_9591,0.0,,-35.9,2,2,2.4,26.0,5.0,14,14,0,0,yes,False,22,True,22,60,Candidate
chr17_GL000258v2_alt_21922,0.0,0.0,-30.7,5,0,1.7,59.0,2.0,61,36,0,25,yes,False,18,False,23,74,falsepositive
chr17_KI270857v1_alt_21893,0.0,,-35.8,2,0,1.9,59.0,2.0,20,20,0,0,yes,False,22,True,17,78,falsepositive
chr17_KI270857v1_alt_21908,0.4201215572664493,0.228538143664989,-35.9,2,2,1.4,59.0,2.0,603,603,0,0,yes,False,18,False,17,90,falsepositive
chr18_9685,0.0,,-38.6,2,2,2.0,26.0,5.0,28,28,0,0,no,True,22,False,20,65,Confident
chr18_9737,0.0,,-27.5,3,1,1.5,59.0,2.0,26,26,0,0,yes,False,18,False,17,63,falsepositive
chr18_9756,0.828797154301476,,-32.5,1,0,1.8,59.0,2.0,88,88,0,0,yes,False,22,True,23,67,falsepositive
chr18_9790,0.0,,-11.0,7,1,2.7,26.0,5.0,34,34,0,0,yes,True,23,True,25,60,Confident
chr18_9794,0.0,,-32.1,2,2,1.9,59.0,2.0,27,27,0,0,yes,False,22,False,22,58,Candidate
chr18_9902,0.0,,-23.2,2,2,1.3,59.0,2.0,89,89,0,0,yes,False,20,False,21,51,Candidate
chr18_9965,0.0,,-23.9,2,2,5.3,80.0,8.0,499,499,0,0,yes,True,23,True,23,58,Confident
chr18_9975,0.0,,-24.9,1,2,0.3,0.0,0.0,23,23,0,0,yes,False,25,False,25,82,falsepositive
chr19_10080,0.0,,-32.6,1,2,2.1,26.0,5.0,45,45,0,0,yes,False,24,False,22,57,Candidate
chr19_10132,0.0,,-36.5,2,0,1.7,59.0,2.0,12,12,0,0,yes,False,18,True,20,84,falsepositive
chr19_10135,0.0,,-30.0,2,2,2.2,26.0,5.0,36,36,0,0,yes,False,22,False,22,65,Candidate
chr19_10140,0.0,,-21.1,2,2,1.5,59.0,2.0,60,60,0,0,yes,False,21,True,22,57,Candidate
chr19_10143,0.0,,-28.1,3,2,1.6,59.0,2.0,28,28,0,0,yes,False,23,False,23,60,Candidate
chr19_10148,0.0,,-40.2,2,5,2.3,26.0,5.0,26,26,0,0,yes,False,22,False,19,60,Candidate
chr19_10165,0.0,,-34.7,2,6,2.0,26.0,5.0,37,37,0,0,yes,False,21,False,25,56,Candidate
chr19_10206,0.0,,-33.8,2,1,1.9,59.0,2.0,11,11,0,0,yes,False,20,False,20,56,falsepositive
chr19_10235,0.0,,-39.8,1,3,1.8,59.0,2.0,52,52,0,0,yes,False,18,False,16,85,falsepositive
chr19_10302,0.0,,-14.7,2,2,1.6,59.0,2.0,24,24,0,0,yes,False,18,False,17,38,falsepositive
chr19_10359,0.0,,-15.4,2,2,1.1,59.0,2.0,13,13,0,0,yes,False,20,True,20,58,falsepositive
chr19_10370,0.0,,-29.7,2,2,1.7,59.0,2.0,46,46,0,0,yes,False,24,True,23,62,Candidate
chr19_10394,0.0,,-18.9,2,3,0.2,0.0,0.0,42,42,0,0,yes,False,25,True,25,54,Candidate
chr19_10448,0.0,,-36.1,2,2,1.8,59.0,2.0,60,60,0,0,yes,False,22,False,20,78,falsepositive
chr19_10473,0.0,,-26.9,2,2,1.9,59.0,2.0,127,127,0,0,yes,False,20,False,21,58,falsepositive
chr19_10475,0.0,,-25.5,2,2,1.6,59.0,2.0,49,49,0,0,no,True,21,True,20,55,Confident
chr19_10492,0.0,,-31.3,2,2,2.0,26.0,5.0,76,76,0,0,yes,False,25,False,21,67,Candidate
chr19_10516,0.0,,-39.5,1,3,2.1,26.0,5.0,42,42,0,0,yes,False,22,False,24,68,Candidate
chr19_10584,0.0,,-28.5,1,0,2.3,26.0,5.0,18,18,0,0,yes,False,25,True,21,56,Candidate
chr19_10585,0.0,,-29.0,2,3,1.4,59.0,2.0,54,54,0,0,yes,False,22,False,23,71,Candidate
chr19_10612,0.0,,-44.3,2,2,2.3,26.0,5.0,35,35,0,0,yes,False,22,False,18,67,falsepositive
chr19_10658,0.0,,-32.8,2,5,2.1,26.0,5.0,37,37,0,0,yes,False,21,False,22,63,falsepositive
chr19_10664,0.0,,-31.9,2,0,1.9,59.0,2.0,28,28,0,0,yes,False,23,False,22,59,Candidate
chr19_10743,0.7783505514948071,,-34.7,2,4,6.0,78.0,11.0,929,929,0,0,yes,True,23,True,21,70,Confident
chr19_10780,0.0,,-35.8,2,2,1.8,59.0,2.0,23,23,0,0,yes,False,25,False,25,78,falsepositive
chr19_10785,0.0,,-32.6,2,0,2.0,26.0,5.0,76,76,0,0,yes,False,24,False,26,62,Candidate
chr19_10801,0.0,,-26.2,2,2,2.0,26.0,5.0,23,23,0,0,yes,False,23,True,23,60,Candidate
chr19_10811,0.0,,-43.4,2,2,2.2,26.0,5.0,41,41,0,0,yes,False,22,False,22,75,Candidate
chr19_10820,0.0,,-29.3,2,1,1.8,59.0,2.0,18,18,0,0,yes,False,22,True,21,52,Candidate
chr19_10828,0.0,,-40.6,2,1,2.0,26.0,5.0,32,32,0,0,yes,False,24,True,22,76,falsepositive
chr19_10829,0.0,,-20.5,2,2,1.9,59.0,2.0,73,73,0,0,yes,False,21,True,21,51,Candidate
chr19_10832,0.0,,-23.3,1,1,1.5,59.0,2.0,85,85,0,0,yes,False,18,False,19,39,falsepositive
chr19_10837,0.0,,-27.5,2,2,3.7,0.0,0.0,22,22,0,0,yes,True,19,True,20,86,Confident
chr19_10838,0.0,,-24.6,2,0,5.1,80.0,8.0,22,22,0,0,yes,True,19,True,17,64,Confident
chr19_10871,0.0,,-28.3,2,2,1.8,59.0,2.0,21,21,0,0,yes,False,22,True,22,63,Candidate
chr19_10874,0.0,,-31.2,3,2,1.7,59.0,2.0,32,32,0,0,yes,False,22,False,20,54,Candidate
chr19_10879,0.0,0.0,-25.9,5,1,33.0,77.0,11.0,70,50,0,20,no,False,21,False,24,61,falsepositive
chr19_10893,0.7198256653147853,,-18.8,2,2,1.6,59.0,2.0,1056,1056,0,0,yes,False,18,False,18,42,falsepositive
chr19_KI270865v1_alt_21931,0.0,,-25.5,2,2,5.4,80.0,8.0,49,49,0,0,yes,True,21,True,20,55,Confident
chr1_104,0.0,,-30.0,2,2,1.7,59.0,2.0,252,252,0,0,yes,False,18,False,22,78,falsepositive
chr1_1065,0.8750309995577673,0.0,-26.3,2,2,0.5,0.0,0.0,189,156,33,0,yes,False,18,False,17,95,falsepositive
chr1_1083,0.0,,-20.4,2,2,1.4,59.0,2.0,76,76,0,0,yes,False,21,True,24,62,Candidate
chr1_1141,0.0,,-24.2,2,2,1.6,59.0,2.0,79,79,0,0,yes,False,21,False,21,56,Candidate
chr1_1143,0.0,0.0,-39.2,2,2,26.4,77.0,11.0,49,37,0,12,yes,False,22,False,22,61,Candidate
chr1_1158,0.0,,-27.6,2,3,1.5,59.0,2.0,75,75,0,0,yes,False,22,False,21,57,Candidate
chr1_1159,0.0,,-27.7,2,2,1.8,59.0,2.0,28,28,0,0,yes,False,22,False,22,55,Candidate
chr1_1190,0.0,,-21.8,2,2,1.9,59.0,2.0,12,12,0,0,yes,False,22,True,22,57,Candidate
chr1_1256,0.0,,-10.7,3,2,1.2,59.0,2.0,97,97,0,0,yes,False,18,False,17,38,falsepositive
chr1_1273,0.0,,-12.9,2,4,0.7,0.0,0.0,25,25,0,0,yes,False,21,False,25,49,falsepositive
chr1_1274,0.0,,-17.0,2,2,1.3,59.0,2.0,25,25,0,0,yes,False,21,False,26,56,Candidate
chr1_1300,0.0,,-22.2,2,2,1.1,59.0,2.0,33,33,0,0,yes,False,25,False,25,52,Candidate
chr1_1303,0.0,,-23.8,0,8,0.9,0.0,0.0,31,31,0,0,yes,False,18,False,14,67,falsepositive
chr1_1345,0.0,,-25.8,2,4,1.5,59.0,2.0,13,13,0,0,yes,False,24,True,20,62,falsepositive
chr1_1346,0.0,,-12.9,5,2,1.5,59.0,2.0,13,13,0,0,yes,False,24,True,22,53,Candidate
chr1_1388,0.0,,-29.5,2,2,1.8,59.0,2.0,57,57,0,0,yes,False,23,False,23,59,Candidate
chr1_139,0.0,,-22.6,2,2,1.4,59.0,2.0,13,13,0,0,yes,False,22,False,23,75,falsepositive
chr1_1424,0.0,,-29.5,2,0,4.6,24.0,13.0,62,62,0,0,yes,True,22,True,19,76,Confident
chr1_1509,0.0,,-21.0,2,2,0.1,0.0,0.0,25,25,0,0,yes,False,23,True,23,62,Candidate
