provisional_id,normalized_entropy,normalized_entropy_s,Folding Energy,3' Overhang Bot,3' Overhang Top,miRDeep2_score,mirDeep_sensitivity,sensitivity_uncertainty,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
QFTL02000012.1_2875,0.2118085317029506,0.9206198354412332,-34.9,5,2,1.6,91.0,2.0,126,126,0,0,yes,False,23,True,23,60,Candidate
QFTL02000012.1_2876,0.2118085317029506,,-26.3,2,2,2.0,90.0,3.0,126,126,0,0,yes,False,23,True,23,68,Candidate
QFTL02000012.1_2877,0.2118085317029506,0.9206198354412332,-34.9,5,2,1.6,91.0,2.0,126,126,0,0,yes,False,23,True,23,60,Candidate
QFTL02000012.1_2878,0.2118085317029506,,-26.3,2,2,2.0,90.0,3.0,126,126,0,0,yes,False,23,True,23,68,Candidate
QFTL02000012.1_2901,0.0373639043180844,0.7219280945988233,-27.3,3,3,2340.8,92.0,3.0,4589,4584,0,5,yes,False,22,True,22,56,Candidate
QFTL02000012.1_2903,0.0198302298761135,0.0,-16.0,2,2,1118.9,92.0,3.0,2193,2183,0,10,yes,False,22,False,25,59,Candidate
QFTL02000012.1_3186,0.0,0.0,-39.0,1,2,9.3,92.0,3.0,15,14,0,1,yes,False,22,False,21,53,Candidate
QFTL02000013.1_4297,0.0025875944048927,0.7499999997269282,-22.3,2,4,67726.3,92.0,3.0,132841,132829,0,12,yes,False,22,True,25,60,Candidate
QFTL02000013.1_4335,0.0192460093420712,0.2991373437617718,-20.6,2,2,36324.6,92.0,3.0,71247,64919,220,6108,yes,False,22,False,22,62,Confident
QFTL02000013.1_4337,0.0785303932599837,0.0839996692493487,-21.5,1,1,3294.3,92.0,3.0,6460,5931,0,529,yes,False,23,True,22,61,Candidate
QFTL02000013.1_4578,0.0597803607237355,0.2377181544019894,-21.1,1,1,1118.9,92.0,3.0,2187,1983,0,204,yes,True,21,False,21,55,Confident
QFTL02000014.1_5069,0.0307516464193844,0.1861532244920505,-17.4,2,0,4637.5,92.0,3.0,9096,8747,0,349,yes,False,23,True,22,59,Candidate
QFTL02000014.1_5384,0.4770713059307907,0.3274449188659372,-34.9,2,2,66.6,92.0,3.0,128,50,0,78,yes,False,22,True,22,58,Candidate
QFTL02000015.1_5826,0.2580186683762764,,-18.3,2,2,0.8,84.0,3.0,23,23,0,0,yes,False,22,True,23,58,Candidate
QFTL02000015.1_5890,0.0,,-28.6,2,2,0.8,84.0,3.0,9,9,0,0,yes,False,22,False,22,54,Candidate
QFTL02000015.1_5977,0.0,0.5267040749546392,-27.7,2,2,38.2,92.0,3.0,73,51,0,22,yes,False,22,False,22,57,Candidate
QFTL02000015.1_6003,0.0281887810587433,0.3485179956904505,-24.8,2,1,36746.9,92.0,3.0,72077,71874,0,203,yes,False,21,False,22,58,Confident
QFTL02000015.1_6005,0.0,0.0,-23.2,1,1,82.7,92.0,3.0,163,161,0,2,yes,False,23,True,22,57,Candidate
QFTL02000015.1_6007,0.3113573701407441,0.3620512514454589,-25.0,3,2,79.4,92.0,3.0,154,125,0,29,yes,False,23,True,23,61,Candidate
QFTL02000015.1_6015,0.0,0.8586727108001834,-19.9,2,2,159.8,92.0,3.0,314,304,0,10,yes,False,22,True,22,56,Candidate
QFTL02000016.1_6484,0.7896900818697759,0.0,-28.7,4,3,7.4,92.0,3.0,13,12,0,1,yes,False,21,False,22,65,falsepositive
QFTL02000016.1_6582,0.014268932541729,0.6962122598366068,-26.1,0,2,1.1,91.0,2.0,1560,1547,0,13,yes,False,19,True,24,58,Candidate
QFTL02000018.1_8103,0.0,,-12.3,2,1,2.1,90.0,3.0,9,9,0,0,yes,True,18,True,18,43,Confident
QFTL02000018.1_8283,0.6154523323799329,0.8232208949235296,-29.0,1,2,63.9,92.0,3.0,123,100,2,21,yes,False,22,True,21,76,falsepositive
QFTL02000018.1_8396,0.659517636880894,0.999999999726928,-44.5,2,8,10.6,92.0,3.0,26,20,2,4,no,False,19,False,24,83,falsepositive
QFTL02000018.1_8480,0.8232208949235296,0.8812908989421536,-21.6,1,0,14.7,92.0,3.0,28,21,0,7,yes,False,21,False,20,56,falsepositive
QFTL02000019.1_8753,0.4814733523445381,,-16.7,2,1,1.5,91.0,2.0,112,112,0,0,yes,False,23,False,22,65,Candidate
QFTL02000019.1_8885,0.0084487719933214,0.4055976540694164,-28.0,0,2,5.5,92.0,3.0,1271611,1271428,0,183,yes,True,20,True,22,53,Confident
QFTL02000019.1_9095,0.020958540121217,0.7219280945988233,-24.4,2,2,282.0,92.0,3.0,551,496,0,55,yes,False,22,False,22,55,Candidate
QFTL02000019.1_9109,0.4847954776575754,0.8194276003360763,-33.5,0,1,2.1,90.0,3.0,2041,2020,11,10,yes,False,21,False,22,62,falsepositive
QFTL02000019.1_9128,0.1267721391075795,0.0,-26.6,3,2,328.9,92.0,3.0,643,631,0,12,yes,False,23,False,22,60,Candidate
QFTL02000020.1_10415,0.0,,-14.2,2,2,0.4,84.0,3.0,10,10,0,0,yes,False,22,True,22,70,falsepositive
QFTL02000020.1_10445,0.0466808680430169,0.1522376738542168,-35.6,3,1,1.5,91.0,2.0,6567,6530,1,36,yes,False,24,False,27,80,Candidate
QFTL02000023.1_11456,0.0,,-18.3,2,4,0.0,84.0,3.0,9,9,0,0,yes,False,21,True,21,50,falsepositive
QFTL02000023.1_11538,0.0054860519946193,0.0201278569654875,-25.7,2,2,369501.7,92.0,3.0,724760,718682,0,6078,yes,False,22,True,22,56,Confident
QFTL02000024.1_11722,0.0037793064814427,0.2775567759722085,-31.7,2,2,14498.5,92.0,3.0,28436,28260,0,176,yes,False,22,False,22,57,Confident
QFTL02000024.1_12003,0.0,,-27.2,2,2,1.7,91.0,2.0,15,15,0,0,yes,False,22,False,22,61,Candidate
QFTL02000025.1_12158,0.5665095062643662,0.0,-21.8,2,2,10.1,92.0,3.0,19,15,0,4,yes,False,22,True,22,58,Candidate
QFTL02000026.1_13003,0.4138168500150947,,-24.1,2,2,1.0,91.0,2.0,11,11,0,0,yes,False,22,True,22,53,Candidate
QFTL02000029.1_13974,0.0,,-19.5,1,2,0.8,84.0,3.0,50,50,0,0,yes,False,21,False,23,58,Candidate
QFTL02000032.1_15327,0.0228822851734858,0.112708121972685,-17.9,2,2,2226.8,92.0,3.0,4367,3248,0,1119,yes,False,22,True,23,57,Confident
QFTL02000032.1_15538,0.1261595175585707,0.1215731610737328,-25.6,2,3,11488.2,92.0,3.0,22532,22072,0,460,yes,False,21,True,25,63,Candidate
QFTL02000032.1_15545,0.0,0.0,-26.7,2,2,54.1,92.0,3.0,104,100,0,4,yes,False,22,True,22,57,Candidate
QFTL02000033.1_15670,0.0288244917550621,0.7896900818697759,-25.7,2,1,4565.3,92.0,3.0,8953,8948,0,5,yes,False,22,True,23,59,Candidate
QFTL02000033.1_15828,0.7424907939875012,,-21.8,2,1,1.9,91.0,2.0,41,41,0,0,yes,False,22,True,22,53,falsepositive
QFTL02000034.1_16128,0.016922411444065,0.0906927405968358,-25.0,2,2,49850.2,92.0,3.0,97771,79371,0,18400,yes,True,22,True,23,59,Confident
QFTL02000035.1_16235,0.0250332243250919,,-31.4,2,2,2.1,90.0,3.0,1210,1210,0,0,yes,False,22,True,22,53,Candidate
QFTL02000035.1_16237,0.0767022590644867,0.0,-23.5,0,1,1.8,91.0,2.0,1644,1236,0,408,yes,False,20,False,23,53,Candidate
QFTL02000038.1_17206,0.2243269600565489,,-20.9,2,2,1.0,91.0,2.0,83,83,0,0,yes,False,20,True,18,78,falsepositive
QFTL02000039.1_17469,0.3372900663284749,,-23.3,2,2,1.4,91.0,2.0,15,15,0,0,yes,False,22,False,25,66,Candidate
QFTL02000040.1_18215,0.0435008985022553,0.0,-30.7,1,1,216.5,92.0,3.0,424,421,0,3,yes,False,21,False,21,56,Candidate
QFTL02000040.1_18232,0.07550672773264,0.5635262175237177,-25.9,2,2,794.5,92.0,3.0,1556,1435,0,121,yes,False,23,False,22,55,Candidate
QFTL02000040.1_18358,0.018042128464593,0.0,-19.9,2,2,1.5,91.0,2.0,32397,32397,0,0,yes,False,19,False,19,52,Candidate
QFTL02000043.1_20123,0.0205171236017422,0.0265549563074143,-17.8,2,2,1080.2,92.0,3.0,2121,1069,0,1052,yes,False,24,False,22,57,Confident
QFTL02000043.1_20165,0.0817269296290161,0.2181777852890647,-25.1,2,2,289.1,92.0,3.0,565,394,0,171,yes,False,23,True,22,57,Candidate
QFTL02000044.1_20355,0.5546023382385677,0.9182958337659504,-40.1,2,0,70.0,92.0,3.0,134,130,0,4,yes,False,22,True,20,54,falsepositive
QFTL02000044.1_20370,0.0054813434386666,0.9244571407079536,-23.3,2,2,24422.5,92.0,3.0,47904,47798,0,106,yes,False,22,True,24,59,Confident
QFTL02000044.1_20402,0.4176435934448969,0.0,-46.5,2,2,2.6,90.0,3.0,36,36,0,0,yes,False,22,True,22,54,Candidate
QFTL02000045.1_20577,0.0050801869920158,0.1250025180538624,-27.3,2,0,2.1,90.0,3.0,49167,48680,7,480,yes,False,20,True,22,65,Candidate
QFTL02000047.1_20715,0.0262519533150275,0.0135171895951701,-23.6,2,1,30974.1,92.0,3.0,60745,31734,0,29011,yes,True,22,True,21,56,Confident
QFTL02000047.1_20718,0.7632990292686523,,-36.1,2,2,1.8,91.0,2.0,25,25,0,0,yes,False,20,True,20,56,falsepositive
QFTL02000047.1_20720,0.0406255606989931,0.5384367270106172,-24.8,3,1,1861.2,92.0,3.0,3648,3279,0,369,yes,False,20,True,22,56,Candidate
QFTL02000047.1_20721,0.0634205061185524,0.4548101779071036,-20.3,2,2,624.6,92.0,3.0,1223,1148,0,75,yes,False,22,False,22,58,Candidate
QFTL02000050.1_21777,0.0545457194203133,0.8187352226531707,-21.8,2,2,310.4,92.0,3.0,610,606,0,4,yes,False,24,True,24,66,Candidate
QFTL02000051.1_22345,0.0708510978003719,0.0726937075473417,-22.7,2,3,3235.4,92.0,3.0,6345,5582,0,763,yes,False,23,True,22,61,Candidate
QFTL02000051.1_22433,0.1811664012650066,0.0,-17.5,3,2,1.4,91.0,2.0,71,71,0,0,yes,False,25,True,24,60,Candidate
QFTL02000053.1_22562,0.1517096681985094,0.3057967698183949,-25.4,2,3,165148.4,92.0,3.0,323930,305036,0,18894,yes,False,23,False,22,59,Confident
QFTL02000053.1_22608,0.0304863757503161,0.0239191499238021,-18.9,2,2,1285.7,92.0,3.0,2521,1622,0,899,yes,False,22,False,24,58,Candidate
QFTL02000053.1_22612,0.0304863757503161,0.0239191499238021,-18.9,2,2,1285.7,92.0,3.0,2521,1622,0,899,yes,False,22,False,24,58,Candidate
QFTL02000055.1_22901,0.7896900818697759,0.8112781241705938,-31.5,2,2,9.7,92.0,3.0,16,12,0,4,yes,False,22,True,22,58,falsepositive
QFTL02000055.1_22907,0.0,,-22.4,2,2,1.3,91.0,2.0,46,46,0,0,yes,False,21,True,21,59,Candidate
QFTL02000056.1_22988,0.0,0.9182958337659504,-40.9,2,2,11.1,92.0,3.0,13,10,1,2,yes,True,22,True,22,90,Confident
QFTL02000057.1_23065,0.1340297958794969,0.9182958337659504,-19.0,3,2,1.8,91.0,2.0,107,105,2,0,yes,False,22,False,21,61,Candidate
QFTL02000060.1_24097,0.1703305753125208,0.6601027424725326,-22.2,2,2,69.9,92.0,3.0,136,79,0,57,yes,False,23,False,23,60,Candidate
QFTL02000061.1_24222,0.0,,-17.9,2,2,0.6,84.0,3.0,22,22,0,0,yes,False,22,True,22,55,Candidate
QFTL02000062.1_24293,0.086832193990416,0.0995136678583476,-29.8,2,1,12406.0,92.0,3.0,24332,17772,0,6560,yes,False,22,True,21,62,Candidate
QFTL02000062.1_24295,0.2003549370597219,0.0999752184559968,-19.8,3,3,9052.4,92.0,3.0,17755,17031,0,724,yes,False,22,True,22,60,Confident
QFTL02000062.1_24299,0.0084144208326649,0.2561536381779905,-24.3,3,1,2042.3,92.0,3.0,4004,3858,0,146,yes,False,24,True,22,57,Candidate
QFTL02000062.1_24301,0.3950075419384014,0.7256601812091126,-20.9,1,1,2901.7,92.0,3.0,5690,5613,0,77,yes,False,21,True,23,59,Candidate
QFTL02000062.1_24303,0.0201206109633099,0.0087031394144743,-22.4,2,1,12902.4,92.0,3.0,25307,19859,0,5448,yes,False,23,True,22,61,Confident
QFTL02000062.1_24311,0.2515442726563632,0.7143973667138536,-47.8,1,1,68.1,92.0,3.0,130,113,0,17,yes,False,20,False,20,71,falsepositive
QFTL02000062.1_24358,0.0,,-20.8,2,2,1.2,91.0,2.0,20,20,0,0,yes,False,23,True,24,61,Candidate
QFTL02000063.1_24372,0.5066818467477289,,-26.8,2,1,1.4,91.0,2.0,18,18,0,0,yes,False,23,True,22,60,Candidate
QFTL02000066.1_24971,0.0614212238052675,0.0260947167875423,-21.3,2,1,198913.1,92.0,3.0,390158,208406,1,181751,yes,False,22,False,23,62,Confident
QFTL02000067.1_25094,0.0527426817878494,0.0,-27.6,2,3,606.4,92.0,3.0,1188,1099,0,89,yes,False,22,True,22,58,Candidate
QFTL02000069.1_25251,0.0374779964003112,0.8112781241705938,-29.5,5,2,1.7,91.0,2.0,22237,22236,0,1,yes,False,23,True,20,55,Candidate
QFTL02000069.1_25253,0.0374779964003112,0.4349734797862036,-24.4,5,2,1.5,91.0,2.0,22303,22236,0,67,yes,False,23,True,20,55,Candidate
QFTL02000069.1_25255,0.0347619507946931,0.4349734797862036,-24.0,5,2,1.4,91.0,2.0,22303,22236,0,67,yes,False,23,True,20,55,Candidate
QFTL02000069.1_25257,0.0566341576402359,0.0,-26.1,3,1,4671.3,92.0,3.0,9161,9100,0,61,yes,False,23,True,20,55,Candidate
QFTL02000069.1_25259,0.0374779964003112,0.4915898538450479,-24.0,5,2,1.6,91.0,2.0,22281,22236,0,45,yes,False,23,True,20,55,Candidate
QFTL02000069.1_25263,0.0566341576402359,0.0,-24.7,5,2,1.5,91.0,2.0,9104,9100,0,4,yes,False,23,True,20,55,Candidate
QFTL02000071.1_26321,0.886859506869843,0.9182958337659504,-37.9,6,7,2.9,90.0,3.0,19,8,8,3,yes,False,18,False,18,57,falsepositive
QFTL02000075.1_26691,0.0545457194203133,0.8187352226531707,-21.8,2,2,310.4,92.0,3.0,610,606,0,4,yes,False,24,True,24,66,Candidate
QFTL02000076.1_27317,0.1163974651011827,0.0,-17.5,2,2,1.2,91.0,2.0,203,203,0,0,yes,False,23,False,23,60,Candidate
QFTL02000085.1_38369,0.4689955933007422,0.9999999997114608,-49.3,0,1,2.2,90.0,3.0,12,10,0,2,yes,False,20,False,19,63,falsepositive
QFTL02000086.1_38489,0.5428984480566662,0.9709505941661296,-23.0,2,2,1.7,91.0,2.0,373,358,15,0,yes,False,22,True,22,68,falsepositive
QFTL02000086.1_38492,0.0102957796533159,0.2764201381829103,-17.4,0,1,1.1,91.0,2.0,72467,72387,0,80,yes,False,20,True,23,56,Candidate
QFTL02000090.1_39579,0.5008798939714798,,-18.5,2,2,0.3,84.0,3.0,42,42,0,0,yes,False,22,False,23,64,Candidate
QFTL02000090.1_39582,0.3080928104582975,,-26.7,2,1,1.7,91.0,2.0,144,144,0,0,yes,False,21,True,21,58,Candidate
QFTL02000094.1_39897,0.0676976552553036,0.4104042741505886,-17.6,2,1,1230.2,92.0,3.0,2412,1785,0,627,yes,False,22,True,22,59,Candidate
QFTL02000102.1_1658,0.8232208949235296,,-20.5,2,2,1.7,91.0,2.0,21,21,0,0,yes,False,21,False,21,55,falsepositive
QFTL02000111.1_2703,0.0,0.0,-18.4,0,2,0.6,84.0,3.0,24,22,0,2,yes,False,22,True,24,57,Candidate
QFTL02000122.1_3889,0.0536948128284495,0.0371202203511053,-21.0,2,2,1060.6,92.0,3.0,2080,1572,0,508,yes,False,22,True,22,61,Candidate
QFTL02000129.1_4096,0.0052154149796761,0.2912046759842837,-22.2,1,3,154799.8,92.0,3.0,303632,303456,0,176,yes,False,23,False,21,58,Confident
QFTL02000134.1_4865,0.0,0.0,-19.7,2,2,12.4,92.0,3.0,33,31,0,2,no,False,22,False,22,63,Candidate
QFTL02000135.1_4906,0.0283648927316627,0.0,-23.8,2,1,3507.3,92.0,3.0,6878,6771,0,107,yes,False,22,True,23,62,Candidate
QFTL02000135.1_4908,0.0283497657462788,0.1089588238266417,-20.9,2,1,78360.8,92.0,3.0,153700,152862,0,838,yes,False,22,True,22,59,Confident
QFTL02000174.1_8026,0.0,0.5435644429110573,-22.9,2,1,126.6,92.0,3.0,247,239,0,8,yes,False,22,False,22,55,Candidate
QFTL02000177.1_8047,0.0,0.0,-16.6,2,3,7.7,92.0,3.0,13,12,0,1,yes,False,22,True,23,71,Candidate
QFTL02000197.1_9264,0.0,0.2119279786828185,-23.0,2,2,170.6,92.0,3.0,341,192,0,149,no,False,23,False,22,58,Candidate
QFTL02000197.1_9265,0.0674000835230387,0.0,-25.1,2,2,965.0,92.0,3.0,1891,1869,0,22,yes,False,22,True,23,58,Candidate
QFTL02000246.1_12132,0.0316564469100216,0.6292492235674956,-19.1,1,2,1210.0,92.0,3.0,2373,2278,0,95,yes,False,24,True,22,57,Candidate
QFTL02000255.1_12863,0.0,,-21.2,1,0,1.1,91.0,2.0,164,164,0,0,yes,False,23,True,22,60,Candidate
QFTL02000255.1_12865,0.0,,-17.8,1,0,1.1,91.0,2.0,164,164,0,0,yes,False,23,True,22,60,Candidate
QFTL02000255.1_12872,0.0202062128250987,0.0,-19.8,3,2,532.4,92.0,3.0,1045,1035,0,10,yes,False,23,True,23,59,Candidate
QFTL02000255.1_12874,0.0101962424879673,0.0,-22.5,2,3,757.8,92.0,3.0,1485,1482,0,3,yes,False,21,True,22,58,Candidate
