provisional_id,five_prime_process_signal_selected_row_count_sum_over_mature_count_sum,num_locis,Folding Energy,3' Overhang Bot,3' Overhang Top,miRDeep2_score,mirDeep_sensitivity,sensitivity_uncertainty,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
NT_033777.3_37784,0.2711864406779661,52,-19.6,2,1,171.5,53,6,337,326,2,9,yes,False,22,True,23,57,falsepositive
NT_033778.4_22329,0.5579514824797843,78,-24.8,2,3,169.5,53,6,341,235,76,30,no,False,24,True,23,91,falsepositive
NT_033777.3_42094,0.7961165048543689,22,-26.1,3,2,157.6,53,6,308,248,1,59,yes,False,23,True,20,68,Candidate
NC_004354.4_453,0.8252427184466019,45,-24.7,2,2,149.3,53,6,300,281,0,19,no,False,21,True,24,60,Candidate
NT_033777.3_42325,0.4467353951890034,7,-8.4,5,2,143.8,53,6,291,290,0,1,no,False,18,True,22,51,falsepositive
NT_037436.4_30633,0.9705882352941176,62,-18.6,0,1,132.5,53,6,275,202,1,72,no,False,21,True,21,77,falsepositive
NT_037436.4_30653,0.9705882352941176,62,-18.6,0,1,132.5,53,6,275,202,1,72,no,False,21,True,21,77,Candidate
NT_033778.4_19134,0.8939393939393939,38,-24.6,0,2,132.4,53,6,258,253,0,5,yes,False,22,True,20,60,falsepositive
NC_004354.4_5493,0.9521531100478468,27,-10.5,2,3,130.9,53,6,267,206,0,61,no,False,25,True,22,60,Candidate
NT_033778.4_24107,0.93129771,29,-13.4,2,7,130.0,53,6,258,249,0,9,yes,False,24,True,19,56,falsepositive
NT_037436.4_30706,0.8795180722891566,31,-30.0,2,2,121.0,53,6,237,235,1,1,yes,False,24,True,26,86,falsepositive
NC_004354.4_6987,0.8641975308641975,26,-8.4,3,3,117.6,53,6,235,234,0,1,yes,False,25,True,25,66,falsepositive
NC_004354.4_6839,0.875,24,-8.4,3,3,115.4,53,6,235,234,0,1,yes,False,25,True,25,66,falsepositive
NC_004354.4_6881,0.875,24,-8.4,3,3,115.4,53,6,235,234,0,1,yes,False,25,True,25,66,falsepositive
NT_037436.4_24715,0.7137404580152672,51,-20.1,2,0,115.1,53,6,236,199,3,34,no,False,21,False,22,61,falsepositive
NT_033777.3_34613,0.8170731707317073,51,-10.1,3,2,108.4,53,6,224,220,0,4,no,False,22,True,21,50,falsepositive
NW_001845243.1_48321,0.85,56,-15.3,4,2,108.3,53,6,220,122,1,97,no,True,24,True,23,81,Confident
NC_004354.4_5958,0.7822222222222223,46,-13.9,1,2,105.8,53,6,220,211,0,9,no,False,24,True,20,55,Candidate
NT_033779.5_10340,0.838150289,18,-29.6,3,2,104.2,53,6,196,173,0,23,yes,True,22,False,23,57,Confident
NT_033779.5_12388,0.9473684210526316,20,-23.7,1,2,97.2,53,6,189,187,0,2,yes,False,22,False,20,66,Candidate
NT_033777.3_37779,0.70625,20,-22.5,2,0,77.8,53,6,152,116,0,36,yes,False,23,True,21,60,Candidate
NT_033777.3_42467,0.9803921568627452,20,-12.3,1,4,76.5,53,6,161,153,0,8,no,False,22,True,19,58,Candidate
NT_037436.4_25575,0.6066666666666667,12,-17.2,2,1,73.4,53,6,149,148,0,1,yes,False,19,True,19,56,falsepositive
NC_004354.4_5513,0.9013157894736842,22,-9.9,6,2,73.0,53,6,150,149,0,1,no,False,21,True,22,50,falsepositive
NT_033779.5_10228,0.3980582524271844,23,-27.5,2,1,64.4,53,6,127,99,0,28,yes,False,21,False,22,57,falsepositive
NC_004354.4_5753,0.8378378378378378,38,-24.3,2,2,61.8,53,6,119,69,0,50,yes,False,22,True,22,56,Candidate
NT_033779.5_10303,0.9830508474576272,5,-14.3,2,1,61.1,53,6,118,117,0,1,yes,False,23,False,22,59,Candidate
NT_037436.4_30042,0.9606299212598424,15,-18.4,2,6,59.4,53,6,123,122,0,1,no,False,18,False,25,58,falsepositive
NW_007931086.1_48577,0.4038461538461538,32,-13.4,6,14,47.2,53,6,105,104,0,1,no,False,25,True,19,78,falsepositive
NC_024512.1_43910,0.4038461538461538,32,-13.4,6,14,47.2,53,6,105,104,0,1,no,False,25,True,19,78,falsepositive
NT_037436.4_29514,0.9347826086956522,8,-18.1,2,1,47.0,53,6,91,87,0,4,yes,False,22,True,22,59,Candidate
NT_033778.4_18675,0.5247524752475248,26,-24.3,2,1,46.9,53,6,91,86,0,5,yes,False,22,False,21,55,falsepositive
NT_033778.4_23854,0.8021978021978022,16,-22.3,1,1,45.6,53,6,89,88,0,1,yes,False,21,False,20,56,Candidate
NT_033778.4_18539,0.8625,10,-22.3,3,2,41.2,53,6,80,75,0,5,yes,False,22,True,21,63,falsepositive
NW_001847216.1_45390,0.945945946,20,-17.0,1,4,40.3,53,6,81,74,0,7,yes,False,22,True,19,58,Candidate
NT_037436.4_25757,0.6790123456790124,19,-22.8,1,1,39.7,53,6,79,78,0,1,yes,False,22,True,22,55,falsepositive
NT_033777.3_37677,0.8888888888888888,13,-25.4,2,0,36.8,53,6,70,65,0,5,yes,False,23,True,21,56,Candidate
NT_033777.3_41000,0.8823529411764706,18,-15.5,3,4,36.3,53,6,78,77,0,1,no,False,25,True,18,57,falsepositive
NC_004353.4_43236,0.625,23,-14.3,1,2,35.9,53,6,91,77,0,14,no,False,24,True,24,74,falsepositive
NC_004353.4_43142,0.625,23,-14.3,1,2,35.4,53,6,91,77,0,14,no,False,24,True,24,74,falsepositive
NT_033779.5_12496,0.6349206349206349,20,-28.1,3,2,30.8,53,6,59,44,0,15,yes,False,22,True,23,76,falsepositive
NT_033777.3_41822,0.935483871,6,-15.8,1,1,30.2,53,6,62,58,0,4,yes,True,21,True,22,62,Confident
NT_037436.4_29874,0.88,8,-28.0,1,3,24.8,53,6,47,46,0,1,yes,False,22,True,18,54,Candidate
NT_037436.4_24792,0.7777777777777778,11,-23.0,1,2,23.4,53,6,55,54,0,1,no,False,23,False,21,47,falsepositive
NT_033777.3_42650,0.6590909090909091,18,-37.1,2,2,23.2,53,6,44,39,0,5,yes,False,22,False,22,70,falsepositive
NT_037436.4_29155,0.8431372549019608,12,-23.6,2,1,23.1,53,6,46,44,0,2,yes,False,23,True,19,65,falsepositive
NT_033779.5_9942,0.875,15,-21.1,2,3,23.1,53,6,45,30,1,14,yes,False,20,False,20,57,falsepositive
NT_033779.5_10032,0.7857142857142857,20,-24.5,1,3,21.4,53,6,50,24,1,25,no,False,22,False,20,59,falsepositive
NC_004354.4_5832,0.5370370370370371,10,-13.9,1,2,21.2,53,6,54,30,0,24,no,False,21,False,22,57,falsepositive
NT_033777.3_42556,0.6923076923076923,10,-21.2,1,2,19.9,53,6,39,38,0,1,yes,False,22,False,21,59,Candidate
NC_004354.4_779,0.7575757575757576,10,-27.3,1,2,17.4,53,6,33,32,0,1,yes,False,23,True,20,65,falsepositive
NT_033777.3_37585,0.375,22,-17.6,3,1,17.2,53,6,44,21,0,23,no,False,23,False,21,68,falsepositive
NC_004354.4_5557,1.0,9,-19.0,3,2,16.2,53,6,38,22,0,16,no,False,22,False,23,56,Candidate
NT_033777.3_42045,1.0,9,-16.0,1,3,16.0,53,6,40,17,0,23,no,False,22,True,20,57,Candidate
NT_033777.3_38274,0.7777777777777778,10,-17.5,2,2,13.2,53,6,33,25,0,8,no,False,21,True,21,61,falsepositive
NT_033778.4_19249,0.8125,10,-11.5,2,0,12.7,53,6,44,43,0,1,no,False,20,True,18,75,falsepositive
NT_033778.4_18407,0.9,6,-22.9,2,1,11.1,53,6,29,27,0,2,no,False,21,False,21,56,Candidate
NT_033778.4_15572,0.9523809523809524,4,-15.0,3,2,11.0,53,6,23,21,0,2,yes,True,22,True,23,59,Confident
NC_004354.4_669,0.95,2,-17.6,1,1,8.8,54,6,20,19,0,1,no,True,22,True,22,59,Confident
NT_033777.3_38183,0.951219512,5,-12.3,3,1,8.4,54,6,41,40,0,1,no,False,23,True,22,59,Candidate
NC_004354.4_5579,0.4033613445378151,22,-34.7,2,2,5.6,54,6,475,475,0,0,yes,True,18,False,18,52,Confident
NC_004353.4_43516,0.5333333333333333,6,-15.1,2,1,5.4,54,6,28,18,0,10,no,False,25,True,24,56,falsepositive
NT_033779.5_10924,0.7352941176470589,12,-12.4,3,10,5.1,54,6,37,34,0,3,no,False,23,False,19,63,falsepositive
NT_033778.4_17338,0.9369797859690844,99,-25.6,7,7,4.9,55,6,925,802,84,39,yes,True,23,True,22,84,Confident
NT_037436.4_29764,0.9618593563766388,49,-24.1,2,2,4.8,55,6,837,837,0,0,yes,True,23,True,24,61,Confident
NT_033777.3_41596,0.84,57,-29.6,2,7,2.2,50,6,540,516,1,23,yes,False,22,True,22,57,falsepositive
NT_033778.4_18457,0.9761904761904762,19,-28.7,2,3,1.9,60,5,294,294,0,0,yes,False,23,True,23,63,Candidate
NT_033778.4_23379,0.7633642195295794,258,-44.9,6,2,1.8,60,5,2640,2188,440,12,yes,False,24,True,23,105,falsepositive
NC_004354.4_6032,0.9270833333333334,14,-26.5,2,2,1.8,60,5,91,91,0,0,yes,False,22,True,22,51,Candidate
NC_004354.4_617,0.926605505,13,-22.6,2,2,1.8,60,5,109,109,0,0,yes,False,20,False,20,56,Candidate
NT_033777.3_42571,0.6143250688705234,17,-42.4,2,0,1.8,60,5,363,267,96,0,yes,False,19,False,15,108,falsepositive
NT_033777.3_37613,0.9333333333333332,8,-27.9,3,3,1.8,60,5,28,28,0,0,yes,False,22,True,21,59,Candidate
NT_033777.3_41373,0.9168900804289544,138,-30.6,7,15,1.7,60,5,1859,1817,35,7,yes,False,23,True,21,86,falsepositive
NT_037436.4_31199,0.4208542713567839,128,-21.2,2,4,1.7,60,5,880,736,0,144,yes,False,25,True,24,54,falsepositive
NT_033777.3_41722,0.9661016949152542,6,-27.4,2,6,1.7,60,5,59,59,0,0,yes,False,22,True,23,53,Candidate
NT_033778.4_18555,1.0,6,-21.7,2,2,1.7,60,5,29,29,0,0,yes,False,21,False,21,53,Candidate
NC_004354.4_6105,0.921875,11,-21.4,5,5,1.6,60,5,68,63,1,4,yes,False,22,True,22,73,falsepositive
NC_004354.4_1137,0.3438818565400844,42,-20.9,4,3,1.6,60,5,471,316,0,155,yes,False,23,True,22,60,falsepositive
NC_004354.4_993,0.9655172413793104,6,-26.1,2,2,1.6,60,5,29,29,0,0,yes,False,22,False,22,51,Candidate
NC_004354.4_6106,0.5462962962962963,10,-19.3,11,3,1.6,60,5,107,63,0,44,yes,False,22,True,18,61,falsepositive
NT_037436.4_24917,0.9230769230769232,6,-24.2,2,6,1.5,60,5,38,38,0,0,yes,False,18,False,22,54,falsepositive
NW_007931108.1_46183,0.4325068870523416,326,-28.3,4,6,1.5,60,5,4535,4243,290,2,yes,False,22,True,21,86,falsepositive
NC_024512.1_44996,0.4325068870523416,326,-28.3,4,6,1.5,60,5,4535,4243,290,2,yes,False,22,True,21,86,falsepositive
NC_024512.1_44319,0.4325068870523416,326,-28.3,4,6,1.5,60,5,4535,4243,290,2,yes,False,22,True,21,86,falsepositive
NW_001847214.1_46379,0.4325068870523416,326,-28.3,4,6,1.5,60,5,4535,4243,290,2,yes,False,22,True,21,86,falsepositive
NT_033777.3_42249,1.0,3,-28.3,2,2,1.5,60,5,26,25,1,0,yes,False,20,False,22,74,falsepositive
NT_033777.3_42133,0.7666666666666667,12,-32.4,11,7,1.5,60,5,28,27,0,1,yes,False,22,True,26,70,falsepositive
NC_004354.4_5739,0.9541878759833412,116,-35.7,0,1,1.4,60,5,2148,2119,25,4,yes,False,18,False,18,66,falsepositive
NT_037436.4_25861,0.1299638989169675,91,-32.7,5,1,1.4,60,5,265,37,224,4,yes,False,25,False,22,90,falsepositive
NT_033778.4_24040,0.9168831168831169,109,-29.4,2,1,1.4,60,5,3459,3459,0,0,yes,False,22,False,22,55,Candidate
NT_033777.3_37205,1.0,3,-20.7,2,2,1.4,60,5,20,20,0,0,yes,False,20,True,24,52,falsepositive
NT_033778.4_18663,0.9047619047619048,5,-23.5,2,2,1.4,60,5,19,19,0,0,yes,False,22,True,22,50,Candidate
NT_033777.3_37394,0.975609756,10,-33.6,0,1,1.4,60,5,43,40,3,0,yes,False,22,True,20,90,falsepositive
NC_004354.4_5762,0.9779411764705882,13,-27.4,2,2,1.4,60,5,136,136,0,0,yes,False,22,True,24,55,Candidate
NT_037436.4_28678,0.5505341002465078,266,-25.3,1,4,1.4,60,5,1507,1145,213,149,yes,False,25,True,24,88,falsepositive
NT_033778.4_18874,0.6334563345633456,21,-29.4,1,3,1.4,60,5,813,813,0,0,yes,False,19,True,23,81,falsepositive
NT_037436.4_24795,0.775,10,-20.8,1,2,1.3,60,5,39,39,0,0,yes,False,23,True,23,65,Candidate
NT_037436.4_29516,0.644311798,66,-15.2,2,2,1.3,60,5,2848,2848,0,0,yes,False,18,True,17,36,falsepositive
NT_033778.4_23558,0.8132911392405063,34,-15.6,2,1,1.2,60,5,301,301,0,0,yes,False,19,True,18,49,falsepositive
NT_033777.3_38720,0.2395543175487465,56,-10.8,1,3,1.2,60,5,345,308,0,37,yes,False,25,False,23,48,falsepositive
NC_004353.4_43378,0.6716417910447762,17,-28.0,1,2,1.2,60,5,61,56,1,4,yes,False,20,True,21,68,falsepositive
NC_004354.4_4153,0.94438007,45,-15.5,0,4,1.2,60,5,836,835,0,1,yes,False,23,True,24,68,falsepositive
NT_033778.4_24242,0.9782608695652174,6,-24.1,2,1,1.2,60,5,46,46,0,0,yes,False,22,False,22,60,Candidate
NT_037436.4_32658,0.477326969,111,-29.9,4,4,1.1,60,5,799,402,252,145,yes,False,24,False,25,85,falsepositive
NC_004354.4_899,0.90625,15,-27.0,7,8,1.1,60,5,64,64,0,0,yes,False,20,False,24,69,falsepositive
NT_033779.5_10121,0.550561798,11,-35.0,2,2,1.0,60,5,88,86,2,0,yes,False,22,True,24,76,falsepositive
NT_037436.4_29778,0.6322651395150481,239,-12.5,5,3,0.8,53,5,8191,8190,0,1,no,True,24,True,22,49,Confident
NW_001846361.1_8403,0.9745338790359254,266,-21.8,8,6,0.8,53,5,4864,4365,458,41,yes,False,21,False,23,76,falsepositive
NC_004354.4_7311,0.9745338790359254,267,-21.8,8,6,0.8,53,5,4864,4365,458,41,yes,False,21,False,23,76,falsepositive
NT_033779.5_10476,0.543859649,15,-26.5,2,2,0.8,53,5,57,56,1,0,yes,False,20,True,19,88,falsepositive
NW_001845603.1_47545,0.6307385229540918,105,-16.2,1,2,0.7,53,5,912,828,3,81,yes,False,24,True,21,68,falsepositive
NT_037436.4_25208,0.992063492,6,-26.4,2,2,0.7,53,5,126,126,0,0,no,True,19,False,22,81,Confident
NT_033779.5_12629,1.0,2,-10.3,2,1,0.6,53,5,26,26,0,0,yes,False,20,True,16,42,falsepositive
NC_004354.4_1128,0.9651877133105802,133,-15.0,3,4,0.5,53,5,11927,11715,0,212,yes,False,22,True,21,49,Candidate
NT_033777.3_42534,0.8571428571428571,13,-15.6,0,1,0.5,53,5,46,44,0,2,yes,False,21,True,21,82,falsepositive
NT_033778.4_23975,0.6606741573033708,45,-13.9,5,2,0.5,53,5,1335,1335,0,0,yes,False,21,True,23,54,falsepositive
NT_033779.5_10461,0.9629629629629628,3,-7.2,2,2,0.5,53,5,27,27,0,0,yes,True,20,False,20,54,Confident
NT_033779.5_10984,0.9230769230769232,7,-21.3,2,2,0.5,53,5,25,24,1,0,yes,False,23,False,22,60,Candidate
NT_033779.5_10224,0.2532751091703056,24,-16.8,8,5,0.4,53,5,223,223,0,0,yes,False,18,False,20,51,falsepositive
NT_033778.4_18573,0.8641975308641975,64,-18.1,0,2,0.3,53,5,2586,2283,0,303,yes,False,20,True,21,55,Candidate
NC_004354.4_1126,0.965352449,132,-15.0,3,4,0.3,53,5,11927,11715,0,212,yes,False,22,True,21,49,Candidate
NT_033779.5_12199,0.6078947368421053,19,-16.9,2,3,0.3,53,5,380,380,0,0,no,True,21,False,18,73,Confident
NT_033778.4_18758,0.935897436,8,-22.2,2,2,0.2,53,5,77,77,0,0,yes,False,22,True,22,58,Candidate
NT_033779.5_12143,0.4324517717098861,1396,-19.3,4,2,0.1,53,5,139129,135197,3932,0,yes,False,21,False,26,68,Candidate
NT_033779.5_9975,0.8498532084440095,82,-19.6,0,4,0.1,53,5,6565,6557,5,3,no,True,20,True,25,65,Confident
NT_037436.4_25168,0.5202702702702703,12,-13.9,6,2,0.1,53,5,295,295,0,0,yes,False,19,True,23,64,falsepositive
NT_033777.3_38293,1.0,6,-23.4,2,2,0.0,53,5,21,21,0,0,yes,False,21,True,24,64,Candidate
