provisional_id,five_prime_process_signal_selected_row_count_sum_over_mature_count_sum,num_locis,Folding Energy,3' Overhang Bot,3' Overhang Top,miRDeep2_score,mirDeep_sensitivity,sensitivity_uncertainty,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37698,0.9922576029092246,339,-21.4,2,2,465970.6,87.0,2.0,913983,910249,0,3734,no,False,22,True,23,62,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_23649,0.9285630977373456,612,-26.5,2,0,463275.4,87.0,2.0,908697,849961,540,58196,no,False,25,True,23,68,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26861,0.995459615297568,273,-22.7,2,2,439320.8,87.0,2.0,861710,861596,0,114,no,False,24,True,22,62,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_25086,0.9666548776174738,352,-20.3,2,2,417964.9,87.0,2.0,819822,800421,11,19390,no,False,22,True,22,63,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_25236,0.9940171549053206,238,-24.9,3,2,407921.1,87.0,2.0,800121,797675,6,2440,no,False,23,False,22,63,Confident
GWHACBE00001549_OriSeqID=ctg4171_Len=40360_44293,0.9942038675894366,312,-19.6,1,1,398180.9,87.0,2.0,781014,780693,0,321,yes,False,22,True,22,58,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26094,0.9942038675894366,312,-19.6,1,1,398179.3,87.0,2.0,781014,780693,0,321,no,False,22,True,22,58,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_36371,0.9960067159184748,289,-25.6,2,1,390793.6,87.0,2.0,766527,764664,0,1863,no,False,23,True,23,67,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_25272,0.9980394261976926,154,-19.7,2,2,308664.5,87.0,2.0,605435,605415,0,20,no,False,22,True,23,62,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_22349,0.9950798175883608,181,-21.0,3,2,305986.7,87.0,2.0,600181,599689,0,492,no,False,23,True,23,61,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26199,0.9666856431990216,318,-16.6,2,2,290125.9,87.0,2.0,569074,551871,36,17167,no,False,23,False,23,65,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_16027,0.9892018903292236,333,-23.2,2,2,219154.2,87.0,2.0,429863,416423,58,13382,no,False,22,False,22,66,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27353,0.9977556006861796,217,-26.1,2,1,210412.6,87.0,2.0,412717,412018,214,485,no,False,22,True,23,68,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_36547,0.9990526728506754,152,-17.0,3,2,209348.0,87.0,2.0,410629,410603,0,26,no,False,22,True,24,60,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26804,0.999247522889908,133,-24.4,2,2,205966.7,87.0,2.0,403999,403982,0,17,no,False,22,False,25,59,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15260,0.9190200076287488,344,-22.3,1,2,185709.0,87.0,2.0,364262,338267,5,25990,no,False,21,True,22,65,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14058,0.9955407009982848,291,-26.5,3,1,178031.4,87.0,2.0,349203,341068,0,8135,no,False,21,True,23,60,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13952,0.9967461142750892,240,-19.8,2,2,150807.6,87.0,2.0,295805,290362,36,5407,no,False,22,True,22,68,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15791,0.9947889583043424,207,-21.7,2,2,140338.8,87.0,2.0,275272,273074,0,2198,no,False,22,True,22,60,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_24927,0.3869231864615108,376,-24.0,2,3,136042.5,87.0,2.0,266843,265574,0,1269,no,False,22,True,23,63,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37757,0.3791271204030417,348,-21.9,2,2,135094.9,87.0,2.0,264985,261308,0,3677,no,False,22,True,23,62,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_13,0.9896639447116392,266,-26.6,1,2,133669.4,87.0,2.0,262189,259942,9,2238,no,False,22,True,23,67,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4587,0.3839521507328352,337,-22.2,2,3,133392.7,87.0,2.0,261647,261308,0,339,no,False,22,True,23,59,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3657,0.3839638902796516,336,-21.5,2,3,133392.5,87.0,2.0,261647,261308,0,339,no,False,22,True,23,60,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_25179,0.3841048208571177,338,-23.3,3,5,133337.0,87.0,2.0,261537,261308,0,229,no,False,22,True,23,61,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_36405,0.9480574679920286,243,-25.5,2,2,127127.5,87.0,2.0,249357,239830,0,9527,no,False,22,True,24,60,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15257,0.996280783468604,167,-19.8,2,2,118265.8,87.0,2.0,231976,230139,16,1821,no,False,23,True,22,65,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12204,0.9667761456615818,304,-22.6,2,1,115319.5,87.0,2.0,226197,219367,49,6781,no,False,23,True,22,64,Confident
GWHACBE00000520_OriSeqID=ctg2622_Len=66134_42221,0.9979149981431852,140,-25.3,2,2,113947.0,87.0,2.0,223501,223398,0,103,yes,False,22,True,23,65,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13107,0.9979149981431852,140,-25.3,2,2,113945.4,87.0,2.0,223501,223398,0,103,no,False,22,True,23,65,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_18310,0.9843859286185732,100,-29.3,2,1,103500.0,87.0,2.0,203013,201974,0,1039,no,False,23,True,22,86,Confident
GWHACBE00003622_OriSeqID=ctg879_Len=275488_46529,0.9971136212624584,203,-20.6,2,2,96130.7,87.0,2.0,188564,188125,0,439,no,False,22,True,22,61,Confident
GWHACBE00002275_OriSeqID=ctg5074_Len=31564_45312,0.8239172850649386,232,-25.3,2,3,94307.6,87.0,2.0,184979,183433,0,1546,yes,False,23,True,24,63,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37330,0.8239172850649386,232,-25.3,2,3,94306.0,87.0,2.0,184979,183433,0,1546,no,False,23,True,24,63,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_19674,0.7424521476024469,295,-20.4,1,2,92926.3,87.0,2.0,182274,179923,0,2351,no,False,21,True,22,60,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15778,0.7500379505574515,261,-20.4,1,3,90609.5,87.0,2.0,177729,177370,6,353,no,False,21,True,23,62,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_16122,0.9906798934844968,185,-26.0,2,1,89179.7,87.0,2.0,174924,174227,17,680,no,False,23,True,22,65,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_25275,0.99754514850949,309,-25.0,1,1,78374.0,87.0,2.0,153729,110788,0,42941,no,False,21,True,21,58,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_12951,0.9539795509902232,207,-20.6,2,2,75130.3,87.0,2.0,147369,141814,0,5555,no,False,23,True,22,61,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37410,0.9921312110190704,212,-25.2,2,4,73730.0,87.0,2.0,144613,144137,0,476,no,True,23,True,24,62,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_749,0.9944074143289244,215,-21.3,2,2,73656.1,87.0,2.0,144468,144322,0,146,no,True,23,True,24,60,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11590,0.9854011208471376,162,-20.4,1,2,65836.0,87.0,2.0,129136,128054,483,599,no,False,21,True,22,62,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28275,0.9796703211499992,161,-22.5,2,2,65753.4,87.0,2.0,128974,126633,0,2341,no,False,22,True,24,59,Confident
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_38822,0.9965276103207138,165,-20.2,2,2,63744.3,87.0,2.0,125035,124341,0,694,no,False,22,True,22,58,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21284,0.974639713016619,134,-16.4,2,1,57227.7,87.0,2.0,112252,110103,0,2149,no,False,22,True,22,56,Confident
GWHACBE00001627_OriSeqID=ctg4266_Len=39431_44419,0.9825505748150788,135,-19.3,2,3,57205.3,87.0,2.0,112205,110825,0,1380,yes,False,22,True,25,61,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28095,0.9825505748150788,135,-19.3,2,3,57203.7,87.0,2.0,112205,110825,0,1380,no,False,22,True,25,61,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_16007,0.9931870025852892,239,-19.7,2,1,54396.2,87.0,2.0,106698,98635,0,8063,no,False,22,True,22,61,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_16118,0.994234970082629,141,-24.2,2,2,53666.7,87.0,2.0,105267,105205,0,62,no,False,23,False,24,61,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26970,0.8589297451958396,161,-27.9,2,2,52741.7,87.0,2.0,103452,98593,39,4820,no,False,22,True,24,65,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_19608,0.993914453429662,224,-16.4,2,1,49678.5,87.0,2.0,97444,97424,0,20,no,False,23,False,20,61,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_18283,0.9288324698497324,190,-19.1,2,2,47507.7,87.0,2.0,93188,93024,0,164,no,False,23,True,22,60,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13258,0.9878145432930454,177,-17.1,2,3,46343.5,87.0,2.0,90904,90840,0,64,no,False,23,True,22,63,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_24813,0.9929470685535748,103,-23.1,2,2,44430.8,87.0,2.0,87151,87056,19,76,no,False,22,True,22,67,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15892,0.8117429166331144,207,-22.9,2,2,44321.4,87.0,2.0,86929,70949,137,15843,no,True,23,True,22,65,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3586,0.9899543822187712,67,-26.2,2,2,42021.0,87.0,2.0,82424,82102,17,305,no,False,22,False,22,65,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27335,0.9958615016836748,184,-20.8,2,2,42015.3,87.0,2.0,82414,77801,0,4613,no,False,22,True,22,61,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35149,0.9870439114931862,155,-24.3,1,2,41775.8,87.0,2.0,81943,81892,0,51,no,False,24,False,21,62,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_1682,0.9774823863348372,174,-19.3,3,1,40306.6,87.0,2.0,79062,78669,0,393,no,False,20,True,22,69,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13111,0.9524525637169646,214,-22.8,2,2,38976.1,87.0,2.0,76452,73269,0,3183,no,False,22,True,24,63,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27218,0.9831797296934196,140,-22.4,2,2,37947.0,87.0,2.0,74434,74099,0,335,no,False,22,True,23,60,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27358,0.7345237591503406,131,-27.0,1,2,36145.5,87.0,2.0,70899,52355,0,18544,no,False,22,True,23,76,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27656,0.7368607535136412,155,-19.9,2,2,34530.4,87.0,2.0,67732,51770,0,15962,no,False,23,True,23,59,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13260,0.99473304362514,149,-21.1,2,3,33662.6,87.0,2.0,66032,65123,18,891,no,False,25,True,22,64,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_20457,0.9891881084572676,96,-19.2,2,2,33143.0,87.0,2.0,65012,64855,73,84,no,False,22,False,24,64,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_22667,0.97145048443394,83,-30.6,2,2,32571.4,87.0,2.0,63889,62454,23,1412,no,False,22,True,22,73,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14944,0.9904710649613776,131,-25.0,1,3,32199.8,87.0,2.0,63161,62735,0,426,no,False,21,True,23,61,Confident
GWHACBE00000520_OriSeqID=ctg2622_Len=66134_42219,0.9941030313069406,83,-18.8,2,3,30774.9,87.0,2.0,60362,60125,0,237,yes,False,22,False,25,62,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13105,0.9940371683174876,84,-18.8,2,3,30773.2,87.0,2.0,60362,60125,0,237,no,False,22,False,25,62,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14218,0.9954176254252955,122,-19.7,2,2,28051.4,87.0,2.0,55024,50847,0,4177,no,False,22,True,22,61,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17141,0.7505306434649585,185,-27.4,2,2,26451.2,87.0,2.0,51885,39525,0,12360,no,False,22,True,22,58,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_19606,0.7071997801593845,249,-18.0,3,2,25828.7,87.0,2.0,50665,37118,0,13547,no,False,23,True,23,63,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_22682,0.9985325748286328,112,-22.1,3,3,25750.4,87.0,2.0,50510,49747,0,763,no,False,24,True,23,64,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_25111,0.99852608625424,105,-25.9,2,4,25298.9,87.0,2.0,49624,49528,0,96,no,False,24,True,22,66,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28247,0.986987679155142,155,-23.5,2,1,24330.1,87.0,2.0,47724,47299,0,425,no,False,24,True,22,60,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12314,0.77787469418147,120,-20.8,2,1,23963.1,87.0,2.0,47005,37009,0,9996,no,False,23,True,22,63,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12202,0.8357168892986556,161,-31.0,2,2,23727.8,87.0,2.0,46542,39220,0,7322,no,False,22,True,22,57,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_12947,0.9717633595382624,125,-18.1,2,2,20491.8,87.0,2.0,40196,39337,0,859,no,False,22,True,22,55,Confident
GWHACBE00002324_OriSeqID=ctg5139_Len=31012_45387,0.9588621444201312,123,-33.1,1,2,18430.4,87.0,2.0,36148,35270,67,811,yes,False,21,True,22,61,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_507,0.9588621444201312,123,-33.1,1,2,18428.8,87.0,2.0,36148,35270,67,811,no,False,21,True,22,61,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_23771,0.4530353626166624,175,-16.8,2,3,17859.6,87.0,2.0,35036,34131,0,905,no,False,22,True,23,61,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_30655,0.9955149967296852,144,-20.2,2,2,17740.1,87.0,2.0,34804,32107,0,2697,no,False,24,False,22,63,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_18691,0.9914555765595464,137,-23.5,1,2,17309.7,87.0,2.0,33954,26370,0,7584,no,False,24,False,21,61,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_633,0.9943468923698838,90,-27.0,2,2,16142.4,87.0,2.0,31664,31573,0,91,no,False,22,True,22,59,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_31118,0.9159428510653383,111,-20.5,2,2,14375.3,87.0,2.0,28199,26010,0,2189,no,False,22,True,23,60,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14795,0.9898210785863312,96,-18.5,2,2,13554.8,87.0,2.0,26589,15817,0,10772,no,False,22,True,22,61,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_19209,0.9986675549633578,122,-24.9,1,2,13386.8,87.0,2.0,26260,24016,0,2244,no,False,23,True,22,60,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_23822,0.9954200884396716,97,-20.1,3,2,12920.1,87.0,2.0,25345,25328,0,17,no,False,24,True,23,58,Confident
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_38515,0.9839195570753948,73,-18.1,3,2,12518.0,87.0,2.0,24558,24360,6,192,no,False,22,True,22,60,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33301,0.985134729897614,75,-21.7,1,1,11899.9,87.0,2.0,23343,23285,0,58,no,False,22,False,22,63,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_36718,0.9512880830799244,100,-19.0,1,2,11097.1,87.0,2.0,21770,17429,0,4341,no,False,23,True,22,60,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_8875,0.9912416280267904,101,-21.5,2,2,10883.9,87.0,2.0,21351,21196,0,155,no,False,22,True,23,59,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_20181,0.9149360613810742,107,-21.2,2,2,9965.9,87.0,2.0,19550,18401,0,1149,no,False,22,True,23,59,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35644,0.9589164546225616,75,-29.4,2,2,9616.7,87.0,2.0,18864,18801,15,48,no,False,22,True,23,63,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_27150,0.7587301587301587,100,-22.6,2,2,8621.2,87.0,2.0,16912,13523,0,3389,no,False,22,True,22,60,Confident
