provisional_id,five_prime_process_signal_selected_row_count_sum_over_mature_count_sum,num_locis,Folding Energy,3' Overhang Bot,3' Overhang Top,Accepted Overhang?,miRDeep2_score,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2145,0.9716312056737588,56,-15.4,3,2,True,939.0,1837,1833,0,4,no,True,22,False,23,60,Confident
NC_049715.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_6_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_8251,0.8952150211992732,55,-23.9,2,2,True,834.2,1631,1486,0,145,no,True,22,True,22,57,Confident
NC_049735.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_26_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_37806,0.9863344051446944,44,-25.5,3,2,True,633.3,1244,1235,0,9,no,False,23,False,22,58,Candidate
NC_049735.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_26_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_37229,0.9863344051446944,44,-25.5,3,2,True,633.3,1244,1235,0,9,no,False,23,False,22,58,Candidate
NC_049718.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_9_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_13830,0.7608142493638677,46,-22.8,1,2,True,603.7,1179,915,0,264,no,True,21,False,22,62,Confident
NC_049729.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_20_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_29421,0.9504950495049505,36,-17.6,0,1,False,531.5,1046,1010,0,36,no,False,22,True,21,60,Candidate
NC_049715.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_6_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_8253,0.9193302891933028,40,-24.2,2,1,True,334.0,657,615,0,42,no,False,22,False,23,56,Candidate
NC_049732.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_23_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_31879,0.8624031007751938,34,-36.8,3,2,True,259.3,510,458,0,52,no,False,23,True,22,58,Candidate
NC_049732.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_23_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_32162,0.859073359,36,-36.8,3,2,True,259.3,510,458,0,52,no,False,23,True,22,58,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2170,0.7716049382716049,20,-19.8,2,1,True,246.9,486,378,0,108,no,False,22,False,22,57,Candidate
NC_049733.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_24_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_32379,0.5925925925925926,34,-16.9,2,2,True,208.7,412,260,0,152,no,False,21,True,21,56,Candidate
NC_049733.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_24_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_33234,0.5898617511520737,36,-16.9,2,2,True,208.6,412,260,0,152,no,False,21,True,21,56,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_335,0.976878613,20,-16.7,2,4,False,178.6,346,344,0,2,no,True,22,True,25,58,Confident
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_337,0.976878613,20,-16.7,2,4,False,178.4,346,344,0,2,no,True,22,True,25,58,Confident
NC_049714.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_5_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_7886,0.921875,28,-27.8,2,3,True,165.9,320,299,0,21,no,True,22,True,22,57,Confident
NC_049727.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_18_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_26360,0.6159420289855072,32,-19.5,0,0,False,139.1,270,269,0,1,no,True,19,False,18,44,Confident
NC_049723.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_14_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_19939,0.6119402985074627,29,-28.4,1,1,True,138.4,266,169,1,96,no,True,21,False,21,58,Confident
NC_049735.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_26_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_37737,1.0,15,-21.4,2,2,True,126.5,242,236,0,6,no,True,22,False,22,56,Confident
NC_049715.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_6_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_9658,0.8955823293172691,36,-30.3,2,2,True,125.5,248,247,0,1,no,False,21,True,21,61,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_1105,0.9617021276595744,19,-28.4,1,2,True,118.1,235,227,0,8,no,False,23,False,24,59,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_339,0.9743589743589745,11,-16.7,2,4,False,101.6,195,193,0,2,no,True,22,True,25,58,Confident
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_341,0.9743589743589745,11,-16.7,2,4,False,101.6,195,193,0,2,no,True,22,True,25,58,Confident
NC_049725.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_16_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_24131,0.5406976744186046,32,-20.8,1,1,True,78.1,156,134,0,22,no,False,22,False,22,50,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2135,0.990990991,11,-24.8,0,0,False,77.7,154,111,0,43,no,False,21,True,21,59,Candidate
NC_049727.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_18_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_27074,0.9144736842105264,18,-25.7,2,3,True,77.0,146,139,0,7,no,True,22,True,24,61,Confident
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_333,0.9790209790209792,9,-19.2,2,4,False,75.1,143,140,0,3,no,True,22,True,25,58,Confident
NC_049735.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_26_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_37510,0.7516339869281046,27,-15.8,2,2,True,71.4,148,115,0,33,no,False,22,False,23,58,Candidate
NC_049732.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_23_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_32047,0.5968992248062015,47,-32.9,7,4,False,69.4,138,118,18,2,no,False,18,False,19,87,falsepositive
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2127,0.8837209302325582,15,-21.4,1,1,True,69.1,130,129,0,1,no,True,22,True,22,61,Confident
NC_049732.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_23_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_32051,0.616,41,-31.3,7,4,False,67.8,135,118,15,2,no,False,18,False,19,87,falsepositive
NC_049723.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_14_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_19664,0.9791666666666666,8,-19.0,2,1,True,61.0,114,96,0,18,no,True,21,True,22,64,Confident
NC_049723.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_14_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_20401,0.9791666666666666,8,-19.0,2,1,True,61.0,114,96,0,18,no,True,21,True,22,64,Confident
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_307,0.8813559322033898,14,-18.8,2,4,False,58.8,118,115,0,3,no,False,22,True,24,62,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2139,0.990990991,12,-22.2,1,1,True,57.5,115,111,0,4,no,False,21,True,23,61,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2137,0.990990991,9,-22.3,2,1,True,56.0,112,111,0,1,no,False,21,True,23,61,Candidate
NC_049737.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_28_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_39486,0.4768211920529801,26,-10.3,3,2,True,50.8,142,127,14,1,no,False,19,False,22,74,falsepositive
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2126,0.4505494505494505,9,-18.5,3,2,True,45.1,91,87,0,4,no,False,22,True,22,56,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_237,0.9540229885057472,8,-16.4,2,1,True,42.7,86,85,0,1,no,False,22,True,21,53,Candidate
NC_049717.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_8_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_12182,0.9464285714285714,12,-15.5,2,2,True,39.4,80,53,0,27,no,False,23,True,25,61,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_348,1.0,5,-14.6,-2,6,False,39.2,85,84,0,1,no,False,22,True,18,54,Candidate
NC_049717.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_8_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_12822,0.5074626865671642,13,-18.4,2,3,True,35.5,67,65,0,2,no,True,22,True,23,61,Confident
NC_049714.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_5_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_7903,0.6964285714285714,16,-20.5,2,1,True,34.9,65,56,8,1,no,True,21,False,22,61,Confident
NC_049734.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_25_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_35304,1.0,5,-21.8,2,2,True,30.7,64,62,0,2,no,False,23,True,22,56,Candidate
NC_049729.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_20_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_29872,0.7142857142857143,11,-25.1,1,2,True,28.0,56,55,0,1,no,False,21,False,22,61,Candidate
NC_049729.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_20_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_29361,0.7142857142857143,11,-25.1,1,2,True,27.9,56,55,0,1,no,False,21,False,22,61,Candidate
NC_049719.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_10_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_14825,0.5306122448979592,6,-15.8,2,3,True,23.4,49,26,0,23,no,False,22,False,23,59,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2150,0.6590909090909091,10,-14.3,3,2,True,20.8,44,36,0,8,no,False,23,True,23,59,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_235,0.78125,7,-18.1,2,2,True,17.6,30,26,0,4,no,True,23,True,24,63,Confident
NC_049723.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_14_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_19937,0.6428571428571429,6,-28.2,2,2,True,13.3,28,27,0,1,no,False,23,True,23,52,Candidate
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2132,0.7407407407407407,7,-18.2,2,2,True,12.3,26,22,0,4,no,False,22,False,22,58,Candidate
NC_049716.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_7_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_11243,1.0,8,-25.3,2,2,True,12.1,24,11,0,13,no,False,23,True,22,56,Candidate
NC_049720.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_11_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_16848,0.7222222222222222,12,-5.0,1,1,True,12.1,52,49,0,3,no,False,25,True,27,72,falsepositive
NC_049720.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_11_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_16854,0.7222222222222222,12,-5.0,1,1,True,12.1,52,49,0,3,no,False,25,True,27,72,falsepositive
NC_049716.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_7_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_11205,1.0,8,-25.3,2,2,True,12.1,24,11,0,13,no,False,23,True,22,56,Candidate
NC_049730.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_21_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_30187,0.75,9,-16.0,2,3,True,10.0,22,21,0,1,no,False,18,False,21,68,falsepositive
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_2142,0.8636363636363636,4,-18.0,2,2,True,9.9,22,19,0,3,no,False,22,False,22,59,Candidate
NC_049723.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_14_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_20033,0.5833333333333334,10,-22.4,2,2,True,9.0,24,23,0,1,no,False,22,True,19,59,falsepositive
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_1096,0.8571428571428571,8,-18.7,-1,2,False,8.2,19,14,0,5,no,False,24,True,21,61,falsepositive
NC_049721.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_12_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_17854,0.8333333333333334,6,-19.7,1,5,False,8.1,22,20,1,1,no,False,19,True,23,80,falsepositive
NC_049731.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_22_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_31273,0.4,14,-28.7,4,3,False,7.8,18,8,9,1,no,False,19,False,18,84,falsepositive
NC_049736.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_27_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_38392,1.0,5,-21.6,2,2,True,5.4,13,11,0,2,no,False,22,True,22,59,Candidate
NC_049722.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_13_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_19467,1.0,4,-14.0,3,2,True,4.3,14,8,0,6,no,False,21,False,22,59,Candidate
NC_049713.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_4_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_6898,0.9674418604651164,17,-19.2,5,2,False,4.1,211,210,0,1,no,True,22,True,19,51,Confident
NC_049716.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_7_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_10684,0.9623145797140183,298,-29.2,3,0,False,4.0,16114,14961,0,1153,no,True,21,False,24,61,Confident
NC_049716.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_7_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_10640,0.9623145797140183,298,-29.2,3,0,False,4.0,16114,14961,0,1153,no,True,21,False,24,61,Confident
NC_049710.1Spodoptera_frugiperda_isolate_Faw-zju_chromosome_1_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_1094,0.9705136334812936,57,-23.1,2,2,True,3.7,3153,3153,0,0,no,True,23,True,22,62,Confident
NC_049722.1_Spodoptera_frugiperda_isolate_Faw-zju_chromosome_13_ZJU_Sfru_1.0_whole_genome_shotgun_sequence_18628,1.0,5,-22.6,2,1,True,3.6,43,43,0,0,no,True,22,False,23,60,Confident
