provisional_id,five_prime_process_signal_selected_row_count_sum_over_mature_count_sum,num_locis,Folding Energy,3' Overhang Bot,3' Overhang Top,Accepted Overhang?,miRDeep2_score,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28819,0.994291009,179,-24.6,2,2,True,122623.4,240524,240212,0,312,no,False,22,True,22,62,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37054,0.9683686391895004,340,-26.2,1,1,True,106594.6,209083,208418,0,665,no,False,22,True,22,60,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_12945,0.992972922,203,-19.9,2,1,True,96995.3,190256,189989,62,205,no,False,24,True,22,64,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15205,0.9847226273114392,188,-20.2,2,3,True,87552.4,171732,171430,0,302,no,False,24,True,22,63,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21286,0.9845155992289116,153,-19.5,2,1,True,73224.2,143630,143119,0,511,no,False,23,True,22,61,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_12949,0.9840727366520504,150,-15.6,2,1,True,63175.8,123926,122663,0,1263,no,False,22,True,22,56,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15897,0.9862513408832224,189,-23.3,2,1,True,62493.4,122580,122098,0,482,no,False,22,True,22,60,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_1577,0.9931711642033182,126,-23.5,2,2,True,54050.0,106021,105951,0,70,no,False,22,True,23,63,Confident
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_39300,0.5369101652821786,267,-38.0,1,2,True,45906.7,90039,51624,0,38415,no,True,21,True,22,88,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_20291,0.9755482243353386,149,-20.2,1,3,True,44647.4,87577,85833,0,1744,no,False,20,True,23,58,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33303,0.9930538748245316,105,-27.6,2,4,False,42128.7,82636,82530,0,106,no,False,22,False,25,63,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13954,0.9915277327278624,163,-18.8,3,1,True,39691.8,77858,77066,0,792,no,False,20,True,21,56,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15644,0.8600546057146194,203,-14.0,2,2,True,34915.6,68488,63542,0,4946,no,False,22,True,24,61,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_13705,0.9962758423121608,75,-20.4,2,2,True,32025.9,62820,62802,0,18,no,False,22,True,23,60,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_20455,0.9730784429954554,81,-22.1,2,2,True,20640.9,40488,39576,0,912,no,False,21,False,22,56,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_1507,0.9848176631108906,123,-24.2,2,1,True,20506.9,40225,40046,0,179,no,False,22,False,21,59,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_22683,0.9365159594632162,105,-31.4,2,2,True,20172.2,39569,37187,0,2382,no,False,22,True,22,82,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_23585,0.9466339807656045,120,-17.7,3,5,False,18789.1,36856,36844,0,12,no,False,20,True,22,52,Candidate
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17654,0.9956646456744248,103,-18.7,2,2,True,15790.1,30975,30678,38,259,no,False,23,True,22,63,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12200,0.7097438585979629,108,-19.4,2,1,True,13612.1,26704,19125,0,7579,no,False,23,False,22,60,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_36995,0.8781565899219741,129,-29.0,3,2,True,13263.1,26017,25998,0,19,no,False,22,True,21,54,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21472,0.9970665431526942,96,-24.9,2,3,True,13205.0,25903,25878,0,25,no,False,22,True,23,60,Confident
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_38495,0.925542556,76,-25.1,2,2,True,11721.1,22993,21645,12,1336,no,False,21,True,23,63,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21476,0.8662970884805098,148,-17.6,3,3,True,11676.9,22909,21201,0,1708,no,False,22,True,24,60,Confident
GWHACBE00003614_OriSeqID=ctg666_Len=306433_46427,0.9527336697375122,92,-19.6,2,1,True,11007.2,21601,20799,48,754,no,False,23,True,22,64,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37211,0.9960533831853352,95,-18.1,2,2,True,10790.8,21170,19242,0,1928,no,False,22,True,22,60,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11427,0.9762632806426536,78,-21.1,2,2,True,9844.4,19311,19266,0,45,no,False,24,True,22,59,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11423,0.9762632806426536,78,-19.4,2,2,True,9844.3,19311,19266,0,45,no,False,24,True,22,59,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_6283,0.4308543880010713,154,-16.4,3,3,True,5876.8,11529,11060,0,469,no,False,22,True,22,65,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_1354,0.8225778090381572,86,-24.9,1,2,True,5849.2,11475,11374,0,101,no,False,23,True,22,62,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17861,0.5398707850252235,87,-18.5,2,3,True,5727.5,11241,10161,0,1080,no,False,22,True,23,69,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_29046,0.98594179,40,-9.2,1,1,True,4620.6,9087,9075,0,12,no,False,19,True,19,48,falsepositive
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35836,0.9647072436935894,67,-44.4,3,3,True,4395.8,8622,8461,54,107,no,False,22,True,22,62,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_341,0.915750492,63,-22.5,2,2,True,4385.6,8604,8318,0,286,no,False,22,True,22,57,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_31254,0.9825492276854144,40,-23.9,2,2,True,4315.1,8465,8340,0,125,no,False,22,True,22,59,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33135,0.8245915735167669,53,-27.3,1,3,True,4149.6,8141,7891,0,250,no,False,21,True,23,57,Candidate
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26117,0.9104035542391706,44,-19.3,2,2,True,4129.8,8103,8075,0,28,no,False,23,False,19,60,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_18682,0.9767683322517846,37,-21.4,1,2,True,3927.3,7705,7566,0,139,no,False,21,True,23,63,Candidate
GWHACBE00003614_OriSeqID=ctg666_Len=306433_46432,0.7131671669059115,63,-30.7,2,3,True,3902.5,7653,5480,0,2173,yes,False,22,True,24,65,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_819,0.9833064081852452,45,-20.7,2,2,True,3785.4,7428,7422,0,6,no,False,22,True,23,64,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35147,0.9835187474248044,45,-27.1,3,2,True,3717.1,7293,7268,0,25,no,False,21,True,22,72,Confident
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_39231,0.8967976710334788,65,-25.7,2,2,True,3349.6,6571,6282,0,289,no,False,22,True,22,62,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_233,0.9007881316643488,61,-24.2,2,3,True,3286.4,6449,6298,0,151,no,False,23,False,25,63,Confident
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26891,0.9831231124533664,77,-21.7,2,1,True,3188.0,6256,5629,12,615,no,False,24,False,22,62,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_35617,0.3501643262623244,144,-14.2,1,1,True,3165.5,6220,5933,148,139,no,False,20,True,18,75,Candidate
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28938,0.9969869434214932,36,-21.7,2,3,True,3097.1,6076,5974,0,102,no,False,23,True,22,58,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_31279,0.9969869434214932,38,-23.1,2,3,True,3097.0,6076,5974,0,102,no,False,23,True,22,58,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_23744,0.7070175438596491,54,-18.5,1,1,True,2960.0,5809,5700,0,109,no,False,22,True,22,61,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5024,0.9217919514047076,34,-19.3,2,2,True,2012.5,3951,3659,0,292,no,False,22,False,23,63,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14104,0.9790265136525524,40,-31.8,2,2,True,1966.5,3859,2527,0,1332,no,False,22,False,23,82,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21478,0.9754505092713502,42,-20.5,1,2,True,1942.2,3813,3759,0,54,no,False,21,True,23,54,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14101,0.9613954818415784,25,-28.1,3,0,False,1781.5,3497,3364,20,113,no,False,25,True,21,68,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15539,0.5337579617834395,68,-32.9,2,1,True,1597.1,3134,2815,0,319,no,False,22,True,21,60,Confident
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15541,0.5337579617834395,68,-32.9,2,1,True,1597.1,3134,2815,0,319,no,False,22,True,21,60,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33427,0.6466557911908646,39,-22.2,1,2,True,1561.1,3065,2092,0,973,no,False,21,True,22,60,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33366,0.9854671280276815,27,-22.1,3,2,True,1481.4,2911,2890,0,21,no,False,23,False,23,63,Candidate
GWHACBE00001216_OriSeqID=ctg3717_Len=46914_43662,0.9780300256316368,32,-46.2,0,1,False,1463.1,2867,2731,0,136,yes,False,22,True,21,59,Candidate
GWHACBE00001216_OriSeqID=ctg3717_Len=46914_43663,0.97689769,33,-42.2,0,1,False,1460.9,2863,2727,0,136,yes,False,22,True,21,59,Candidate
GWHACBE00002909_OriSeqID=ctg5821_Len=23292_46102,0.9865591397849462,25,-43.5,2,2,True,1459.2,2859,2604,0,255,yes,False,22,True,22,57,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17643,0.3160529138362531,57,-24.1,3,5,False,1423.8,2795,2768,0,27,no,False,20,True,22,45,falsepositive
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17657,0.3177570093457944,58,-24.1,3,5,False,1402.7,2754,2727,0,27,no,False,20,True,22,45,falsepositive
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17647,0.3177570093457944,58,-24.1,3,5,False,1402.7,2754,2727,0,27,no,False,20,True,22,45,falsepositive
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_23818,0.4726952436876101,57,-39.0,2,1,True,1375.0,2697,1613,0,1084,no,False,21,False,22,56,Candidate
GWHACBE00001183_OriSeqID=ctg3670_Len=45909_43607,0.998077662,23,-28.1,3,3,True,1358.0,2671,2601,0,70,no,False,23,True,22,82,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3472,0.9980522010128556,24,-27.9,3,3,True,1342.9,2637,2567,0,70,no,False,23,True,22,82,Candidate
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_25201,0.4677419354838709,44,-39.8,2,1,True,1268.5,2488,1468,0,1020,no,False,21,False,22,56,Candidate
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37898,0.9686174724342664,21,-24.6,2,1,True,1201.6,2358,2286,0,72,no,False,22,True,21,59,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3841,0.5241762943945228,57,-8.2,7,3,False,1197.7,2362,2337,13,12,no,False,23,False,23,64,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_14388,0.672865596,29,-31.7,2,2,True,1190.4,2336,1638,0,698,no,False,21,False,23,58,Confident
GWHACBE00000620_OriSeqID=ctg2805_Len=70852_42386,0.9939077458659704,20,-21.4,3,2,True,1172.2,2298,2286,0,12,yes,False,22,True,21,59,Confident
GWHACBE00001259_OriSeqID=ctg3775_Len=42608_43729,0.9939077458659704,20,-21.4,3,2,True,1172.2,2298,2286,0,12,yes,False,22,True,21,59,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21072,0.9939077458659704,20,-21.4,3,2,True,1170.9,2298,2286,0,12,no,False,22,True,21,59,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21060,0.9939077458659704,20,-21.4,3,2,True,1170.6,2298,2286,0,12,no,False,22,True,21,59,Confident
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_24476,0.9916666666666668,5,-12.6,2,3,True,1157.1,2273,2261,0,12,no,False,19,True,21,44,falsepositive
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21474,0.9192825112107624,40,-23.0,2,4,False,1135.6,2230,2096,0,134,no,False,23,True,25,62,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_12198,0.5818686401480111,34,-22.5,2,0,False,1100.9,2162,1285,0,877,no,False,23,True,22,62,Confident
GWHACBE00000196_OriSeqID=ctg1884_Len=142096_41292,0.5183553597650514,21,-14.0,1,1,True,1099.8,2172,2043,0,129,no,False,23,True,22,60,falsepositive
GWHACBE00000006_Chromosome_6_Complete=T_Circular=F_OriSeqID=Chr06_Len=88474218_24763,0.9857752489331436,25,-22.6,2,2,True,1090.9,2143,2109,0,34,no,False,22,True,21,58,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_29020,0.922384702,44,-29.8,2,2,True,1076.5,2113,1756,0,357,no,False,22,False,22,61,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_8712,0.6282051282051282,32,-31.3,2,2,True,1073.4,2106,1854,0,252,no,False,22,True,22,59,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_18385,0.9944584382871536,29,-19.6,2,2,True,1040.8,2051,1965,0,86,no,False,21,True,23,60,Candidate
GWHACBE00000003_Chromosome_3_Complete=T_Circular=F_OriSeqID=Chr03_Len=138077151_15201,0.5832068791097622,28,-16.0,1,3,True,1022.6,2008,1977,0,31,no,False,23,True,21,58,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_630,1.0,32,-12.8,2,2,True,1007.1,1979,1767,0,212,no,False,23,True,22,58,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4839,0.9666100735710244,36,-28.0,1,1,True,977.5,1921,1759,11,151,no,False,21,False,20,68,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_2578,0.9455081001472754,24,-5.5,1,2,True,971.4,1976,1949,0,27,no,False,20,True,18,76,falsepositive
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_38975,0.973784817,27,-19.4,1,3,True,932.3,1831,1790,0,41,no,False,22,True,25,60,Candidate
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_36323,0.991362764,18,-22.1,2,2,True,921.9,1811,1042,0,769,no,False,23,True,22,65,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_19736,0.991362764,18,-22.1,2,2,True,921.9,1811,1042,0,769,no,False,23,True,22,64,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37246,0.991362764,18,-22.1,2,2,True,921.9,1811,1042,0,769,no,False,23,True,22,65,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33849,0.9540420819490588,28,-23.3,2,2,True,919.7,1806,1770,0,36,no,False,22,True,22,60,Confident
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_18251,0.7593360995850622,18,-22.8,1,1,True,859.0,1687,1299,0,388,no,False,21,False,22,55,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3650,0.8028342575477511,31,-25.4,2,2,True,825.9,1623,1594,0,29,no,False,22,True,22,61,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_1511,0.9282115869017632,15,-25.1,3,4,False,808.7,1588,1487,0,101,no,False,22,False,24,65,Confident
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33776,0.9993438320209974,18,-17.7,2,2,True,807.0,1588,1524,0,64,no,False,22,True,21,61,Confident
GWHACBE00000011_Chromosome_11_Complete=T_Circular=F_OriSeqID=Chr11_Len=55753002_38227,0.4845013477088948,23,-29.0,3,2,True,756.2,1484,905,0,579,no,False,22,True,21,62,Confident
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_21383,0.8442789438050101,29,-28.4,2,2,True,754.0,1480,1477,0,3,no,False,22,True,22,61,falsepositive
GWHACBE00000004_Chromosome_4_Complete=T_Circular=F_OriSeqID=Chr04_Len=123808561_17109,0.8566433566433567,22,-21.9,3,3,True,728.1,1430,1416,0,14,no,False,22,False,22,57,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_5106,0.7965616045845272,29,-19.4,3,3,True,709.6,1396,1385,0,11,no,False,22,True,22,59,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37478,0.9638376383763838,20,-21.9,2,1,True,689.6,1355,1326,0,29,no,False,21,True,21,57,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28210,0.967350038,20,-25.4,2,2,True,683.6,1342,1317,0,25,no,False,22,True,22,56,Confident
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37214,0.7261471230881282,24,-27.1,1,1,True,677.7,1331,1268,0,63,no,False,25,True,21,60,Candidate
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_6109,0.9612005856515372,27,-16.5,2,2,True,654.6,1309,1279,0,30,no,False,18,True,19,70,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11422,0.9808529155787642,22,-17.5,3,4,False,650.0,1282,1149,0,133,no,False,23,True,22,63,Candidate
GWHACBE00000005_Chromosome_5_Complete=T_Circular=F_OriSeqID=Chr05_Len=111976267_20195,0.7351524879614767,13,-6.5,4,1,False,629.1,1240,1228,0,12,no,False,19,True,19,60,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33164,0.4007561436672968,48,-22.3,2,3,True,609.6,1200,1024,0,176,no,False,23,False,21,59,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_4521,0.9991596638655462,16,-27.2,3,3,True,609.6,1197,1190,0,7,no,False,22,True,22,62,Candidate
GWHACBE00000009_Chromosome_9_Complete=T_Circular=F_OriSeqID=Chr09_Len=74019141_33305,0.9567062818336164,18,-25.3,2,2,True,599.4,1178,1130,0,48,no,False,22,True,23,59,Confident
GWHACBE00000002_Chromosome_2_Complete=T_Circular=F_OriSeqID=Chr02_Len=139115577_11317,0.9483805668016194,18,-14.9,3,2,True,589.0,1164,988,0,176,no,False,22,True,23,55,Confident
GWHACBE00000001_Chromosome_1_Complete=T_Circular=F_OriSeqID=Chr01_Len=159027471_3791,0.991906475,7,-23.1,3,2,True,573.3,1125,1112,0,13,no,False,21,False,22,65,Confident
GWHACBE00002393_OriSeqID=ctg5222_Len=29627_45526,0.9627174813587408,30,-15.1,3,0,False,563.3,1137,1129,0,8,no,False,19,True,23,82,Candidate
GWHACBE00000007_Chromosome_7_Complete=T_Circular=F_OriSeqID=Chr07_Len=86638540_26876,0.8658318425760286,20,-29.8,1,5,False,562.6,1105,1071,0,34,no,False,25,True,22,62,Candidate
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_37489,1.0,18,-26.8,1,2,True,520.0,1021,980,0,41,no,False,25,True,21,57,Confident
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_28954,0.4029511918274688,34,-38.1,2,2,True,476.4,935,862,0,73,no,False,22,False,22,57,Candidate
GWHACBE00000008_Chromosome_8_Complete=T_Circular=F_OriSeqID=Chr08_Len=78931488_29410,0.9811715481171548,24,-6.7,6,3,False,469.4,936,929,0,7,no,False,19,True,19,51,falsepositive
GWHACBE00000010_Chromosome_10_Complete=T_Circular=F_OriSeqID=Chr10_Len=73678751_36771,0.718609865,18,-21.7,2,3,True,453.3,892,657,0,235,no,False,22,True,23,62,Confident
GWHACBE00000608_OriSeqID=ctg2780_Len=61577_42379,0.7662037037037037,23,-19.4,1,1,True,438.9,865,864,0,1,yes,False,23,True,22,55,falsepositive
